path	kind	type	sentence	basis
README.md	unbound	AMBIGUOUS	No mechanism inside this trust boundary can do better. - **A measured scoping limit (2026-08-14, obs	'it': 27 candidate antecedents in the preceding 2 sentences: A, ALLOWED, NOT, SAME
README.md	unbound	AMBIGUOUS	No mechanism inside this trust boundary can do better. - **A measured scoping limit (2026-08-14, obs	'same': 24 candidate antecedents in the preceding 2 sentences: A, ALLOWED, NOT, Stop
README.md	unbound	AMBIGUOUS	Scope is keyed on `(session_id, agent_id)`, so a nested run shares its parent's ledger and the paren	'its': 15 candidate antecedents in the preceding 2 sentences: (session_id, agent_id), A, NOT, SAME
README.md	unbound	AMBIGUOUS	The keying is correct for the ids the host supplies — it cannot separate threads the host does not d	'it': 15 candidate antecedents in the preceding 2 sentences: (session_id, agent_id), A, SAME, Stop
README.md	unbound	AMBIGUOUS	Recorded rather than papered over, because a scope that silently pools is worse than one that says i	'it': 10 candidate antecedents in the preceding 2 sentences: (session_id, agent_id), Stop, child, correct
README.md	unbound	AMBIGUOUS	The hook fails open: if the dispatcher cannot run, it stays silent rather than blocking the host.	'it': 10 candidate antecedents in the preceding 2 sentences: POSIX, an, dispatcher, hooks/dispatch.sh
README.md	unbound	AMBIGUOUS	<!-- END GENERATED: package-clause-count --> - **one skill** ([`plugin/SKILL.md`](plugin/SKILL.md), 	'it': 12 candidate antecedents in the preceding 2 sentences: ACTS, ACTS.md, GENERATED, POINTS
README.md	unbound	AMBIGUOUS	For each denied moment it names the construction that makes the guard unnecessary from then on, and 	'it': 10 candidate antecedents in the preceding 2 sentences: ACTS, ACTS.md, GENERATED, POINTS
README.md	unbound	AMBIGUOUS	Each clause row's `construction` field anchors into `POINTS.md`, so every negative is followed by it	'its': 19 candidate antecedents in the preceding 2 sentences: ACTS, ACTS.md, GENERATED, POINTS
README.md	unbound	AMBIGUOUS	`UserPromptSubmit` supplies the vendored one (`plugin/keel/compaction.json`, pinned by a digest of i	'its': 7 candidate antecedents in the preceding 2 sentences: /compact, UserPromptSubmit, bare, digest
README.md	unbound	AMBIGUOUS	An automatic compaction submits no prompt and cannot be instructed — `PreCompact`'s context is docum	'it': 11 candidate antecedents in the preceding 2 sentences: /compact, PreCompact, UserPromptSubmit, bare
README.md	unbound	AMBIGUOUS	- **The ledger constrains an honest-but-forgetful agent, not a forging one.** Its hash chain detects	'it': 14 candidate antecedents in the preceding 2 sentences: A, Its, able, an
README.md	unbound	AMBIGUOUS	- **The ledger constrains an honest-but-forgetful agent, not a forging one.** Its hash chain detects	'its': 3 candidate antecedents in the preceding 2 sentences: an, below, one
README.md	unbound	AMBIGUOUS	What remains unmeasured is what a live agent does *after* the denial: whether it discharges the guar	'it': 37 candidate antecedents in the preceding 2 sentences: A, C, C08-check-can-fail, Every
README.md	unbound	AMBIGUOUS	Built and mechanism-verified is not live-model measured; the replay proves where the dispatcher fire	'it': 41 candidate antecedents in the preceding 2 sentences: A, C, C08-check-can-fail, Every
README.md	unbound	AMBIGUOUS	`obligations.jsonl` is a **ledger**, not a log: it records outstanding obligations, so a session in 	'it': 8 candidate antecedents in the preceding 2 sentences: about, agent, denial, fires
README.md	unbound	AMBIGUOUS	`fault` rows carry `failed_closed`, which makes Keel's split direction — carriage open, decision clo	'its': 18 candidate antecedents in the preceding 2 sentences: Clear-Sights, Courthouse, Keel's, PreToolUse
README.md	unbound	AMBIGUOUS	The table below is a generated view of that file, byte-compared against it by the test fence on ever	'it': 5 candidate antecedents in the preceding 2 sentences: below, loads, plugin/keel/clauses.json, positive
README.md	unbound	AMBIGUOUS	Three clauses[^m-local-tooling-clauses] (`U01`, `U02`, `U25`) name repository-local tooling in their	'their': 5 candidate antecedents in the preceding 2 sentences: GENERATED, U, U01, U02
README.md	unbound	AMBIGUOUS	- **The demand is raised anyway.** `pre_tool_use` demands whenever a clause's fingerprint matches, w	'them': 16 candidate antecedents in the preceding 2 sentences: In, Stop, U, U01
README.md	unbound	AMBIGUOUS	- **The demand is raised anyway.** `pre_tool_use` demands whenever a clause's fingerprint matches, w	'their': 14 candidate antecedents in the preceding 2 sentences: In, Stop, U, U01
README.md	unbound	AMBIGUOUS	- **The demand is raised anyway.** `pre_tool_use` demands whenever a clause's fingerprint matches, w	'its': 16 candidate antecedents in the preceding 2 sentences: In, Stop, U, U01
README.md	unbound	AMBIGUOUS	`python3 eval/replay.py` from the repository root replays recorded sessions through the real dispatc	'its': 35 candidate antecedents in the preceding 2 sentences: In, Its, Stop, Stop-blocked
README.md	unbound	AMBIGUOUS	[Ward](https://github.com/Clear-Sights/Ward), a sibling plugin, is a deny list: its verdict is a pur	'its': 16 candidate antecedents in the preceding 2 sentences: Clear-Sights, Ward, call, denied
README.md	unbound	AMBIGUOUS	For a matching costly call, Keel's decision is a function of `(event, ledger)`: it is denied before 	'it': 10 candidate antecedents in the preceding 2 sentences: (event, ledger), Clear-Sights, Keel's, Ward
README.md	unbound	AMBIGUOUS	Keel does not substitute a safer action and does not remove a fate — it changes whether the *same* c	'it': 13 candidate antecedents in the preceding 2 sentences: (event, ledger), Clear-Sights, Keel's, Ward
README.md	unbound	AMBIGUOUS	Keel does not substitute a safer action and does not remove a fate — it changes whether the *same* c	'its': 13 candidate antecedents in the preceding 2 sentences: (event, ledger), Clear-Sights, Keel's, Ward
README.md	unbound	AMBIGUOUS	Keel does not substitute a safer action and does not remove a fate — it changes whether the *same* c	'same': 13 candidate antecedents in the preceding 2 sentences: (event, ledger), Clear-Sights, Keel's, Ward
README.md	unbound	AMBIGUOUS	They install from the [Courthouse](https://github.com/Clear-Sights/Courthouse) marketplace: `claude 	'they': 3 candidate antecedents in the preceding 2 sentences: Courthouse's, engine, nothing
README.md	ungrounded	ASSUMPTION	*Formerly Gyroscope; renamed at v2.0.0, when the positive half merged in.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	`rm -rf build/` is a moment; the state it leaves is one where the evidence of what was there is gone	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	A `PreToolUse` deny records a **demand**; a later call matching the clause's guard records a <!-- BE	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	**discharge**; at `Stop` anything still open blocks.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	That is the whole model — every one of the 24 clause demands is read at Stop by one mechanism ([`kee	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	A shipped verifier once scored an *absent* check better than an empty one, and that inversion is the	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Scope is keyed on `(session_id, agent_id)`, so a nested run shares its parent's ledger and the paren	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	`plugin/` is the whole package — exactly what the marketplace installs:	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	<!-- BEGIN GENERATED: package-clause-count | source: plugin/keel/clauses.json | regenerate: python3 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	- **the dispatcher** (`keel/`) and the shipped clause table (`keel/clauses.json`, 24 admitted clause	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	<!-- END GENERATED: package-clause-count --> - **one skill** ([`plugin/SKILL.md`](plugin/SKILL.md), 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Each clause row's `construction` field anchors into `POINTS.md`, so every negative is followed by it	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	- **Claude Code** — `hooks/hooks.json` is already the right shape; the bundle registers via `.claude	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Zero extra action. - **Codex** — copy `hooks/hooks.codex.json` to the location Codex reads (`.codex/	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	A bare `/compact` asks for a compaction with no preserve list.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	`UserPromptSubmit` supplies the vendored one (`plugin/keel/compaction.json`, pinned by a digest of i	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	An automatic compaction submits no prompt and cannot be instructed — `PreCompact`'s context is docum	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	A Bash command whose **leading comment block** carries `# keel-allow:` followed by a reason makes `P	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	The scan starts at the first line and stops at the first line that is not blank and not a `#` commen	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	`//` and `--` are not comment introducers here; the field is a shell command.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	`obligations.jsonl` is a **ledger**, not a log: it records outstanding obligations, so a session in 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	`keel/journal.py` closes that.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Every row names `plugin`, `session_id`, `agent_id` and `tool_name`, and every deny and block on the 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Plugins on the [Courthouse bench](https://github.com/Clear-Sights/Courthouse#why-a-courthouse) regis	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	`fault` rows carry `failed_closed`, which makes Keel's split direction — carriage open, decision clo	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	See [Courthouse docs/FAIL-DIRECTION.md](https://github.com/Clear-Sights/Courthouse/blob/main/docs/FA	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	<!-- BEGIN GENERATED: shipped-clause-count | source: plugin/keel/clauses.json | regenerate: python3 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	The dispatcher loads `plugin/keel/clauses.json` — 24 admitted clauses, every one carrying positive a	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Each row's construction column anchors the clause's positive half in [`plugin/POINTS.md`](plugin/POI	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	<!-- BEGIN GENERATED: clause-routes | source: plugin/keel/clauses.json | regenerate: python3 tools/r	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Three clauses[^m-local-tooling-clauses] (`U01`, `U02`, `U25`) name repository-local tooling in their	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	- **The demand is raised anyway.** `pre_tool_use` demands whenever a clause's fingerprint matches, w	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	`python3 eval/replay.py` from the repository root replays recorded sessions through the real dispatc	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	For a matching costly call, Keel's decision is a function of `(event, ledger)`: it is denied before 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	They install from the [Courthouse](https://github.com/Clear-Sights/Courthouse) marketplace: `claude 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Apache-2.0 — see [LICENSE](LICENSE).	carries a claim signal (a number, flag, path or symbol) but names no basis for it
plugin/ACTS.md	unbound	AMBIGUOUS	They do not reach everywhere.	'they': 3 candidate antecedents in the preceding 2 sentences: POINTS, plugin, points
plugin/ACTS.md	unbound	AMBIGUOUS	The other three — `compact`, `probe` and `research` — come from the directive set that register feed	'them': 7 candidate antecedents in the preceding 2 sentences: compact, originate, probe, repository
plugin/ACTS.md	unbound	AMBIGUOUS	These headings are their single home in the shipped product — the fence checks them against the pinn	'them': 11 candidate antecedents in the preceding 2 sentences: checks, compact, home, no
plugin/ACTS.md	unbound	AMBIGUOUS	These headings are their single home in the shipped product — the fence checks them against the pinn	'their': 8 candidate antecedents in the preceding 2 sentences: compact, no, originate, probe
plugin/ACTS.md	unbound	AMBIGUOUS	The question is the same at all ten: **if nobody does anything next time, does the good outcome stil	'same': 7 candidate antecedents in the preceding 2 sentences: SKILL, home, list, product
plugin/ACTS.md	unbound	AMBIGUOUS	**The moment.** A result arrives — a suite verdict, a benchmark number, a scanner's silence, a subag	'it': 7 candidate antecedents in the preceding 2 sentences: A, arrives, moment, number
plugin/ACTS.md	unbound	AMBIGUOUS	Points `C03-verify-what-returns`, `C08-check-can-fail` and `U25` cover parts of this: read what retu	'this': 12 candidate antecedents in the preceding 2 sentences: A, C, C03-verify-what-returns, C08-check-can-fail
plugin/ACTS.md	unbound	AMBIGUOUS	What none of them covers is a bare **number** entering the run with no origin attached.	'them': 7 candidate antecedents in the preceding 2 sentences: C, C03-verify-what-returns, C08-check-can-fail, U
plugin/ACTS.md	unbound	AMBIGUOUS	**Construction (1).** Have the report format carry its own provenance: the command, the input sha, t	'its': 11 candidate antecedents in the preceding 2 sentences: C, C03-verify-what-returns, C08-check-can-fail, Have
plugin/ACTS.md	unbound	AMBIGUOUS	A naked number then has nowhere to enter from, because the shape it enters through has fields it can	'it': 9 candidate antecedents in the preceding 2 sentences: Have, carry, command, host
plugin/ACTS.md	unbound	AMBIGUOUS	**Attributable is not yet reproducible.** Provenance names the runtime a green came from; it does no	'it': 6 candidate antecedents in the preceding 2 sentences: Provenance, ambiguous, enters, green
plugin/ACTS.md	unbound	AMBIGUOUS	A suite importing a package nobody put in the dependency list passes on the machine that happens to 	'it': 6 candidate antecedents in the preceding 2 sentences: Provenance, a, green, happens
plugin/ACTS.md	unbound	AMBIGUOUS	What closes it is a declaration rather than an observation: every import backed by something the pro	'it': 6 candidate antecedents in the preceding 2 sentences: Provenance, a, green, happens
plugin/ACTS.md	unbound	AMBIGUOUS	**A record that gets cut is a report too.** A summary, a handoff, a compaction — the next reader inh	'it': 18 candidate antecedents in the preceding 2 sentences: A, a, backed, compaction
plugin/ACTS.md	unbound	AMBIGUOUS	Give the cut a preserve list stated in advance — what has to survive verbatim, failures with their r	'their': 9 candidate antecedents in the preceding 2 sentences: A, compaction, gets, handoff
plugin/ACTS.md	unbound	AMBIGUOUS	**And a list stated in advance is still a stated list.** Nothing reads it after the cut, so the cut 	'it': 16 candidate antecedents in the preceding 2 sentences: A, Nothing, a, above
plugin/ACTS.md	unbound	AMBIGUOUS	**And a list stated in advance is still a stated list.** Nothing reads it after the cut, so the cut 	'its': 20 candidate antecedents in the preceding 2 sentences: A, Nothing, a, above
plugin/ACTS.md	unbound	AMBIGUOUS	What makes it construction 1 is a comparison carrying a denominator: take the named units of the rec	'it': 8 candidate antecedents in the preceding 2 sentences: Nothing, cut, exactly, list
plugin/ACTS.md	unbound	AMBIGUOUS	What makes it construction 1 is a comparison carrying a denominator: take the named units of the rec	'its': 13 candidate antecedents in the preceding 2 sentences: Nothing, a, cut, exactly
plugin/ACTS.md	unbound	AMBIGUOUS	**Construction (2).** This one the hooks now build for you, and where they cannot they say so.	'they': 14 candidate antecedents in the preceding 2 sentences: This, a, becomes, cut
plugin/ACTS.md	unbound	AMBIGUOUS	An automatic cut submits no prompt and cannot be steered at all — the event that fires there cannot 	'it': 13 candidate antecedents in the preceding 2 sentences: /compact, This, UserPromptSubmit, asked
plugin/ACTS.md	unbound	AMBIGUOUS	One door for the cut you ask for; a sentence for the cut that arrives on its own.	'its': 13 candidate antecedents in the preceding 2 sentences: /compact, UserPromptSubmit, asked, bare
plugin/ACTS.md	unbound	AMBIGUOUS	**And run the un-planted control first.** A probe that reports the expected failure without the faul	'it': 13 candidate antecedents in the preceding 2 sentences: A, fires, first, own
plugin/ACTS.md	unbound	AMBIGUOUS	**And run the un-planted control first.** A probe that reports the expected failure without the faul	'its': 12 candidate antecedents in the preceding 2 sentences: A, fires, first, own
plugin/ACTS.md	unbound	AMBIGUOUS	The control costs one run and it is what stops a wrong finding from being reported as a real one.	'it': 7 candidate antecedents in the preceding 2 sentences: A, first, one, planted
plugin/ACTS.md	unbound	AMBIGUOUS	**Construction (5).** Freeze the bar the result has to clear *before* spending; then start with the 	'it': 6 candidate antecedents in the preceding 2 sentences: Deciding, Freeze, moment, result
plugin/ACTS.md	unbound	AMBIGUOUS	The tier question is the same act asked about capability instead of quantity, and it takes the same 	'it': 6 candidate antecedents in the preceding 2 sentences: Freeze, afterwards, asked, question
plugin/ACTS.md	unbound	AMBIGUOUS	Name what the cheap rung has to fail at before the dear one is bought, and make the bar "does the fa	'it': 7 candidate antecedents in the preceding 2 sentences: asked, bar, feeling, heal
plugin/ACTS.md	unbound	AMBIGUOUS	The first kind of work rests on the cheap rung and redoing it costs one more cheap unit; the second 	'it': 11 candidate antecedents in the preceding 2 sentences: asked, asking, bar, heal
plugin/ACTS.md	unbound	AMBIGUOUS	The first kind of work rests on the cheap rung and redoing it costs one more cheap unit; the second 	'its': 13 candidate antecedents in the preceding 2 sentences: asked, asking, bar, heal
plugin/ACTS.md	unbound	AMBIGUOUS	A budget is a record: name, at creation, its warning threshold and what happens at exhaustion.	'its': 14 candidate antecedents in the preceding 2 sentences: a, asking, bar, heal
plugin/ACTS.md	unbound	AMBIGUOUS	An exhausted budget that fires a failure report is a construction paying out; one that lapses quietl	'the thing': 6 candidate antecedents in the preceding 2 sentences: a, out, quietly, report
plugin/ACTS.md	unbound	AMBIGUOUS	What survives the cut is what every later turn inherits; what does not survive is not recoverable fr	'it': 8 candidate antecedents in the preceding 2 sentences: /compact, The, about, chose
plugin/ACTS.md	unbound	AMBIGUOUS	No point covers it, and the reason is a host constraint rather than an oversight.	'it': 8 candidate antecedents in the preceding 2 sentences: /compact, The, about, chose
plugin/ACTS.md	unbound	AMBIGUOUS	`PreCompact` fires closer to the cut and is explicitly non-affecting: its stdout reaches the debug l	'its': 4 candidate antecedents in the preceding 2 sentences: PreCompact, a, cut, oversight
plugin/ACTS.md	unbound	AMBIGUOUS	A bare `/compact` is answered with the list already attached; an operator who wrote their own instru	'it': 8 candidate antecedents in the preceding 2 sentences: /compact, Supply, attached, bare
plugin/ACTS.md	unbound	AMBIGUOUS	A bare `/compact` is answered with the list already attached; an operator who wrote their own instru	'their': 7 candidate antecedents in the preceding 2 sentences: /compact, Supply, attached, bare
plugin/ACTS.md	unbound	AMBIGUOUS	Every later compaction inherits the same list without anyone typing it.	'it': 10 candidate antecedents in the preceding 2 sentences: /compact, Supply, attached, bare
plugin/ACTS.md	unbound	AMBIGUOUS	**Carry what regenerates the work, not what narrates it.** The commands that ran and what they retur	'it': 8 candidate antecedents in the preceding 2 sentences: /compact, attached, bare, inherits
plugin/ACTS.md	unbound	AMBIGUOUS	**Carry what regenerates the work, not what narrates it.** The commands that ran and what they retur	'they': 10 candidate antecedents in the preceding 2 sentences: /compact, The, attached, bare
plugin/ACTS.md	unbound	AMBIGUOUS	**Carry what regenerates the work, not what narrates it.** The commands that ran and what they retur	'its': 11 candidate antecedents in the preceding 2 sentences: /compact, The, attached, bare
plugin/ACTS.md	unbound	AMBIGUOUS	It does not cover the removal of a **reason**, which is the more expensive case: the artifact goes a	'it': 3 candidate antecedents in the preceding 2 sentences: A, A02, bytes
plugin/ACTS.md	unbound	AMBIGUOUS	**Conserve rather than erase** — nothing is destroyed until it is replaced.	'it': 6 candidate antecedents in the preceding 2 sentences: Make, an, ground, require
plugin/ACTS.md	unbound	AMBIGUOUS	Keep the removed thing and its reason where it can be re-examined.	'it': 2 candidate antecedents in the preceding 2 sentences: thing, where
plugin/ACTS.md	unbound	AMBIGUOUS	What it does not cover is whether the route you are dispatching to exists.	'it': 4 candidate antecedents in the preceding 2 sentences: D, D01, probe, what
plugin/ACTS.md	unbound	AMBIGUOUS	The cheap rung is the resting state; the bar for leaving it is `choose_spend`'s.	'it': 9 candidate antecedents in the preceding 2 sentences: The, a, cheap-to-dear, leaving
plugin/ACTS.md	unbound	AMBIGUOUS	**Triggers fall upward only.** Each unit states its rung; unhealing, cascading, or cross-cutting lif	'it': 9 candidate antecedents in the preceding 2 sentences: Each, cheap-to-dear, choose_spend, its
plugin/ACTS.md	unbound	AMBIGUOUS	**Triggers fall upward only.** Each unit states its rung; unhealing, cascading, or cross-cutting lif	'its': 9 candidate antecedents in the preceding 2 sentences: Each, cheap-to-dear, choose_spend, leaving
plugin/ACTS.md	unbound	AMBIGUOUS	And the case that hides: bulk verification of work that is about to be trusted has bulk's shape and 	'it': 10 candidate antecedents in the preceding 2 sentences: Each, check, hides, item
plugin/ACTS.md	unbound	AMBIGUOUS	**Prove the route is reachable before dispatching, and record what you learned.** A tier named in a 	'it': 13 candidate antecedents in the preceding 2 sentences: A, check, destination, file
plugin/ACTS.md	unbound	AMBIGUOUS	A dead route escalates one rung, never straight to the top — the condition that killed the cheapest 	'it': 11 candidate antecedents in the preceding 2 sentences: A, destination, escalates, file
plugin/ACTS.md	unbound	AMBIGUOUS	Write the dead route down with its trigger, tier and the observed error, in the bindings file — a re	'its': 9 candidate antecedents in the preceding 2 sentences: down, escalates, found, killed
plugin/ACTS.md	unbound	AMBIGUOUS	Model it as a graph and maximise only the safe part.	'it': 2 candidate antecedents in the preceding 2 sentences: Reads, the
plugin/ACTS.md	unbound	AMBIGUOUS	A plan is followed by default — nobody decides to follow it — which makes it the highest-leverage th	'it': 4 candidate antecedents in the preceding 2 sentences: Fixing, adoption, followed, moment
plugin/ACTS.md	unbound	AMBIGUOUS	They are two enforcement rows over one point — a step adopted on ground never established — and shar	'they': 3 candidate antecedents in the preceding 2 sentences: P, P01, P02
plugin/ACTS.md	unbound	AMBIGUOUS	**Construction (5).** Make the plan's done-bar a list of calls, each returning nonzero when its clai	'its': 11 candidate antecedents in the preceding 2 sentences: Make, P, P01, P02
plugin/ACTS.md	unbound	AMBIGUOUS	The second: it gets refined without ever landing, because refinement always looks like progress and 	'it': 6 candidate antecedents in the preceding 2 sentences: P, P01, P02, first
plugin/ACTS.md	unbound	AMBIGUOUS	**The moment.** Recording a limit — writing "cannot", "unsupported", "not possible", or any cap — an	'it': 5 candidate antecedents in the preceding 2 sentences: Recording, a, inheriting, limit
plugin/ACTS.md	unbound	AMBIGUOUS	A limit nobody attempted is an assumption with a measurement's authority, and nothing downstream re-	'it': 6 candidate antecedents in the preceding 2 sentences: Recording, a, attempted, inheriting
plugin/ACTS.md	unbound	AMBIGUOUS	**Construction (2).** One launcher, with the probe inside it.	'it': 16 candidate antecedents in the preceding 2 sentences: One, U, U01, U02
plugin/ACTS.md	unbound	AMBIGUOUS	It attempts on first use, caches the verdict for the session, and refuses when a capability is absen	'it': 3 candidate antecedents in the preceding 2 sentences: One, it, launcher
plugin/ACTS.md	unbound	AMBIGUOUS	**Attempt it, and read what came back.** A probe that concludes from a config value, a version strin	'it': 5 candidate antecedents in the preceding 2 sentences: One, absent, it, launcher
plugin/ACTS.md	unbound	AMBIGUOUS	What they do not cover is whether what you published was **derived** or **typed**.	'they': 5 candidate antecedents in the preceding 2 sentences: A, A01, A03, T
plugin/ACTS.md	unbound	AMBIGUOUS	**Construction (1).** Derive the version from the artifact that declares it, never from a hand-typed	'it': 7 candidate antecedents in the preceding 2 sentences: A, A01, A03, Derive
plugin/ACTS.md	unbound	AMBIGUOUS	Once the tag is computed from the tree it is cut from, that path cannot emit a version the tree does	'it': 5 candidate antecedents in the preceding 2 sentences: Derive, computed, input, the
plugin/ACTS.md	unbound	AMBIGUOUS	Nothing is written, so nothing shows up in a diff, and whatever the pass concluded is inherited whol	'it': 5 candidate antecedents in the preceding 2 sentences: Work, concluded, diff, files
