id	kind	source	what	reads	writes/returns
C-DSP-074	branch	dispatch.py:471-473	pre_tool_use: an unpaid prior open-effect demand denies this call before any clause is evaluated	table, ledger, event, session, agent	held:dict|None; progress:bool; return held if denied
C-DSP-075	branch	dispatch.py:474	pre_tool_use: snapshots the world before the act (non-host-read tools)	ledger, event	_effect_record(event,'before') side effect
C-DSP-076	branch	dispatch.py:482-488	pre_tool_use: a non-terminal clause this event discharges pays its guard (open-only if it's an effect-side clause), then skipped for matching	cl.event, C.discharges(cl,event), C.classify_side(cl.fingerprint)	_pay(...); progress|=paid; continue
C-DSP-077	branch	dispatch.py:489-490	pre_tool_use: clause does not apply to this event/tool -- skipped	_applies(cl,event)	continue
C-DSP-078	branch	dispatch.py:491-502	pre_tool_use: clause matches this act -- derive its demand id and record it as a denial unless already licensed	C.match(cl,event), _subject(cl,event), derive_id, ledger.is_licensed	denials.append((cl,subject,did)) or continue
C-DSP-079	branch	dispatch.py:503-504	pre_tool_use: any exception evaluating one clause is swallowed, isolating it from the other 25	exception	continue (per-clause abstention)
C-DSP-080	branch	dispatch.py:518-519	pre_tool_use: if this event made progress on any clause, drop 'always'-kind denials (a guard call passes the opening-move occasions)	progress, denials, cl.fingerprint['kind']	denials filtered
C-DSP-081	branch	dispatch.py:520-521	pre_tool_use: no denials remain -- call is allowed	denials	{}
C-DSP-082	branch	dispatch.py:522-523	pre_tool_use: each surviving denial raises its demand in the ledger	cl.id, subject, cl.deny_reason	ledger.demand(Demand(...)) for each
C-DSP-083	branch	dispatch.py:524	pre_tool_use: call is denied, all denial reasons joined into one message	denials	_deny('; '.join(_keyed_reason(...)))
C-DSP-084	branch	dispatch.py:529	post_tool_use: computes the effect delta after the act	ledger, event	_effect_record(event,'after') side effect
C-DSP-085	branch	dispatch.py:530	post_tool_use: watches terminal clauses' standing guards on this event	table, ledger, event, session, agent	_watch_standing(...) side effect
C-DSP-086	branch	dispatch.py:532	post_tool_use: captures which demands were open before this act (all this act may pay)	ledger.open_ids(session,agent)	open_before:set
C-DSP-087	branch	dispatch.py:540-548	post_tool_use: a non-terminal clause this event discharges pays its guard, open-only and bounded to open_before for effect-side clauses	cl.event, C.discharges(cl,event), C.classify_side, open_before	_pay(...) side effect
C-DSP-088	branch	dispatch.py:549-550	post_tool_use: a pre-act (non-effect) clause's guard payment is done, skip its occasion matching	after_the_act	continue
C-DSP-089	branch	dispatch.py:555-556	post_tool_use: clause does not apply to this event/tool -- skipped	_applies(cl,event)	continue
C-DSP-090	branch	dispatch.py:560-564	post_tool_use: an effect-side clause whose occasion matched raises a demand per named subject, unless already licensed	after_the_act, C.match(cl,event), _subjects(cl,event), derive_id, ledger.is_licensed	ledger.demand(Demand(...)) per subject
C-DSP-091	branch	dispatch.py:565-566	post_tool_use: any exception evaluating one clause is swallowed, isolating it from the others	exception	continue (per-clause abstention)
C-DSP-092	branch	dispatch.py:567	post_tool_use: reads the Bash command's leading guard-commitment marker	tool_input.command	committed:set[str]
C-DSP-093	branch	dispatch.py:568-570	post_tool_use: computes which committed clause ids are still open after this act	ledger.open_demands(session,agent), committed	broken:list (committed & still-open)
C-DSP-094	branch	dispatch.py:571-578	post_tool_use: a committed guard whose effect did not pay is journaled as a broken commitment and reported to stderr	broken, event	journal.note_fault('broken_commitment', failed_closed=True); stderr print
C-DSP-095	branch	dispatch.py:579	post_tool_use: PostToolUse never itself blocks the tool call	-	{}
C-DSP-096	branch	dispatch.py:589-591	_watch_standing: only terminal (Stop/SubagentStop) clauses are watched here	cl.event	continue if not terminal
C-DSP-097	branch	dispatch.py:596-618	_watch_standing: clause's activation predicate matches this event -- observe activation (keyed branch, writes+lets fall through, no continue)	cl.activated_by, C._predicate(cl.activated_by,event)	branch entered
C-DSP-098	branch	dispatch.py:597-598	_watch_standing: extracts the activation event key, checks whether it is keyed	C.event_key(cl.activated_by,event), cl.activated_by['key_from']	key:str; branch selection
C-DSP-099	branch	dispatch.py:599-600	_watch_standing: keyed activation whose key extractor found nothing is skipped	key	continue
C-DSP-100	branch	dispatch.py:601-603	_watch_standing: keyed activation raises its own per-key standing demand; no continue since the same act may also discharge it (e.g. C08)	session, agent, cl.id, key	subject=f'standing:{key}'; ledger.demand(Demand(...))
C-DSP-101	branch	dispatch.py:619-630	_watch_standing: unkeyed activation is recorded as a demand-then-immediate-discharge under subject 'activated', netting to zero	session, agent, cl.id	ledger.discharge(derive_id(...,'activated'), 'occasion observed')
C-DSP-102	branch	dispatch.py:631	_watch_standing: clause's standing guard (discharged_by) is satisfied by this event	C.discharges(cl,event)	branch entered
C-DSP-103	branch	dispatch.py:632-634	_watch_standing: extracts the discharge event key; a keyed guard whose key extractor found nothing is skipped	C.event_key(cl.discharged_by,event), cl.discharged_by['key_from']	key:str; continue if keyed and empty
C-DSP-104	branch	dispatch.py:635-637	_watch_standing: discharges the standing (keyed or session-wide) demand for this clause	key, session, agent, cl.id	ledger.discharge(derive_id(...), 'standing guard observed')
C-DSP-105	branch	dispatch.py:638-639	_watch_standing: any exception evaluating one clause is swallowed, isolating it from the others	exception	continue (per-clause abstention)
C-DSP-106	constant	dispatch.py:646	STOP_ROUNDS: number of refused endings (3) before an ending is force-allowed loudly	-	3
C-DSP-107	function	dispatch.py:649-650	_pending_dir: the 'pending' subdirectory of the ledger root, where in-flight markers live	root	pathlib.Path
C-DSP-108	branch	dispatch.py:655-656	_pending_mark: only PreToolUse/PostToolUse events are marked pending	event['hook_event_name']	None
C-DSP-109	branch	dispatch.py:658-665	_pending_mark: writes a marker file named by session and pid recording the in-flight event/tool/act/time	root, session, event['hook_event_name'], event['tool_name'], tool_input.command|file_path, os.getpid(), time.time()	marker file written; returns its Path
C-DSP-110	branch	dispatch.py:666-667	_pending_mark: filesystem error while marking is swallowed	OSError	None
C-DSP-111	branch	dispatch.py:674	_pending_lost: iterates this session's marker files in the pending directory	root, session	sorted glob of paths
C-DSP-112	branch	dispatch.py:676-678	_pending_lost: marker's pid is still alive -- a concurrent hook, not lost	pid from filename, os.kill(pid,0)	continue
C-DSP-113	branch	dispatch.py:679-680	_pending_lost: pid lookup failed (invalid/gone/no-permission) -- the process is dead, marker is lost	ValueError/ProcessLookupError/PermissionError	pass (fall through to record)
C-DSP-114	branch	dispatch.py:681-683	_pending_lost: reads the dead marker's recorded event/tool/act into a human-readable lost-line	path contents (event,tool,act)	lost.append(formatted string)
C-DSP-115	branch	dispatch.py:684-685	_pending_lost: unreadable/corrupt marker file is still recorded by filename	OSError/ValueError	lost.append(path.name)
C-DSP-116	branch	dispatch.py:686	_pending_lost: dead marker file is removed once recorded	path	path.unlink(missing_ok=True)
C-DSP-117	branch	dispatch.py:687-688	_pending_lost: directory-level OSError (e.g. missing pending dir) is swallowed	OSError	pass
C-DSP-118	branch	dispatch.py:689	_pending_lost: returns the list of lost-evaluation description strings	lost	list[str]
C-DSP-119	branch	dispatch.py:703-705	reconcile: reads the session's stop-round counter, reset to 0 unless the host says this Stop follows a prior block (stop_hook_active)	ledger.root, session, agent, event['stop_hook_active'], memory['stop_rounds']	rounds:int
C-DSP-120	branch	dispatch.py:706-713	reconcile: STOP_ROUNDS refusals reached -- ending is force-ALLOWED loudly, fault journaled, counter reset	rounds, STOP_ROUNDS	journal.note_fault('stop_rounds',failed_closed=False); memory reset; {systemMessage: forced-allow notice}
C-DSP-121	branch	dispatch.py:714	reconcile: observes the remote/world state at session end	ledger, event	_effect_record(event,'stop') side effect
C-DSP-122	branch	dispatch.py:715	reconcile: watches terminal clauses' standing guards on this event	table, ledger, event, session, agent	_watch_standing(...) side effect
C-DSP-123	branch	dispatch.py:716-720	reconcile: ledger read failure at reconciliation fails CLOSED with a block	ledger.open_demands(session,agent)	_block('...could not read its ledger...') on exception
C-DSP-124	branch	dispatch.py:735-737	reconcile: enforces a clause only at the event it declares -- Stop/SubagentStop clauses cross-apply between the two terminal events, all others match exactly	cl.event, event_name	continue if scope mismatch
C-DSP-125	branch	dispatch.py:740-741	reconcile: a keyed activation's per-key demand rows are already covered by open_demands, no synthetic standing row needed	cl.activated_by, cl.activated_by['key_from']	continue
C-DSP-126	branch	dispatch.py:745-747	reconcile: a clause whose activation occasion never happened is not an unmet obligation	cl.activated_by, ledger.is_licensed(derive_id(...,'activated'))	continue
C-DSP-127	branch	dispatch.py:748-750	reconcile: an unlicensed standing demand for this clause is added to the undischarged list	derive_id(session,agent,cl.id,'standing'), ledger.is_licensed	undischarged.append({clause_id,reason})
C-DSP-128	branch	dispatch.py:757	reconcile: finds this session's markers whose hook process died mid-evaluation	ledger.root, session	lost:list[str]
C-DSP-129	branch	dispatch.py:758-762	reconcile: any lost (hook-killed) evaluation journals a fault and adds a synthetic undischarged row naming the unchecked acts	lost, event	journal.note_fault('hook_killed',failed_closed=True); undischarged.append({'keel',...})
C-DSP-130	branch	dispatch.py:763	reconcile: combines the ledger's open rows with the synthetic undischarged rows	open_rows, undischarged	open_rows:list (combined)
C-DSP-131	branch	dispatch.py:764-765	reconcile: updates the stop-round counter -- 0 if clean, incremented if obligations remain	open_rows, rounds	memory['stop_rounds'] set; effects._remember(slot,memory)
C-DSP-132	branch	dispatch.py:766-767	reconcile: nothing left open -- ending is allowed	open_rows	{}
C-DSP-133	branch	dispatch.py:768-771	reconcile: ending is blocked, every open row named in one message	open_rows	_block(f'{n} unreconciled obligation(s): ...')
C-DSP-134	branch	dispatch.py:786-789	session_start: observes the worktree/remote before the first act; observation failure is swallowed	ledger.root, session, agent, event['cwd']	effects.observe(...) side effect; exception passed
C-DSP-135	branch	dispatch.py:790-793	session_start: compacts the session's ledger; compaction failure is swallowed	ledger, session	ledger.compact(session) side effect; exception passed
C-DSP-136	branch	dispatch.py:794	session_start: builds the human-readable 'id: guard' listing of every loaded clause	table (c.id, c.guard for each)	rows:str
C-DSP-137	branch	dispatch.py:796	session_start: checks for a pre-rename (stranded) state directory	legacy_state()	stranded:Path|None
C-DSP-138	branch	dispatch.py:797-800	session_start: a stranded legacy store produces a notice naming both the active and stranded directories	stranded, state_dir()	notice:str (possibly empty)
C-DSP-139	branch	dispatch.py:801	session_start: builds the additionalContext wire carrying the notice and clause listing	notice, rows, event_name	out = _context(...)
C-DSP-140	branch	dispatch.py:802-803	session_start: a non-empty notice is also surfaced as systemMessage so a human sees it, not only the agent	notice	out['systemMessage'] = notice.strip()
C-DSP-141	branch	dispatch.py:804	session_start: returns the context wire	out	out
C-DSP-142	branch	dispatch.py:805-806	session_start: any exception anywhere in the try fails OPEN silently -- must not stop the session	exception	{}
C-DSP-143	function	dispatch.py:809-813	_preserve_list: reads the vendored preserve list from compaction.json next to this module	compaction.json['preserve']	preserve-list string
C-DSP-144	regex	dispatch.py:819	_BARE_COMPACT: matches a user prompt that is exactly '/compact' with only surrounding whitespace	user_input string	compiled regex constant
C-DSP-145	branch	dispatch.py:836-837	user_prompt_submit: prompt is not a string or is not a bare /compact -- says nothing	event['user_input'], _BARE_COMPACT	{}
C-DSP-146	branch	dispatch.py:838-839	user_prompt_submit: bare /compact -- supplies the vendored preserve list as additionalContext	_preserve_list()	_context(preserve_list, 'UserPromptSubmit')
C-DSP-147	branch	dispatch.py:840-842	user_prompt_submit: preserve list unreadable/missing must not eat the user's /compact	exception	{}
C-DSP-148	branch	dispatch.py:857-858	pre_compact: not an automatic (non-'auto') compaction trigger -- says nothing	event['compact_trigger']	{}
C-DSP-149	branch	dispatch.py:859-861	pre_compact: automatic compaction -- reports that the preserve list was not applied (context here does not affect compaction)	-	{systemMessage: auto-compaction notice}
C-DSP-150	hook-row	dispatch.py:865	HANDLERS['PreToolUse'] = pre_tool_use	event['hook_event_name']=='PreToolUse'	handler = pre_tool_use
C-DSP-151	hook-row	dispatch.py:866	HANDLERS['UserPromptSubmit'] = user_prompt_submit	event['hook_event_name']=='UserPromptSubmit'	handler = user_prompt_submit
C-DSP-152	hook-row	dispatch.py:867	HANDLERS['PreCompact'] = pre_compact	event['hook_event_name']=='PreCompact'	handler = pre_compact
C-DSP-153	hook-row	dispatch.py:868	HANDLERS['PostToolUse'] = post_tool_use	event['hook_event_name']=='PostToolUse'	handler = post_tool_use
C-DSP-154	hook-row	dispatch.py:869	HANDLERS['Stop'] = reconcile	event['hook_event_name']=='Stop'	handler = reconcile
C-DSP-155	hook-row	dispatch.py:870	HANDLERS['SubagentStop'] = reconcile	event['hook_event_name']=='SubagentStop'	handler = reconcile
C-DSP-156	hook-row	dispatch.py:871	HANDLERS['SessionStart'] = session_start	event['hook_event_name']=='SessionStart'	handler = session_start
C-DSP-157	hook-row	dispatch.py:872	HANDLERS['SubagentStart'] = session_start	event['hook_event_name']=='SubagentStart'	handler = session_start
C-DSP-158	branch	dispatch.py:884-885	_record: reads the event's hook name and any hookSpecificOutput wire from the answer	event['hook_event_name'], out['hookSpecificOutput']	hook:str, wire_out:dict|None
C-DSP-159	branch	dispatch.py:886-889	_record: a PreToolUse deny is journaled with its clause id and keyed subject parsed back out of the rendered reason	wire_out['permissionDecision'], permissionDecisionReason	journal.note_deny(event, clause_id, _subject_of(reason), reason)
C-DSP-160	branch	dispatch.py:890-892	_record: a Stop/SubagentStop block is journaled with its stated obligation count and clause ids parsed back out of the reason	out['decision'], out['reason']	journal.note_block(event, _stated_count(reason), _bracketed_ids(reason))
C-DSP-161	branch	dispatch.py:893-897	_record: a terminal event that returned an empty answer is journaled as a clean reconciliation (positive result, not silence)	hook, out	journal.note_block(event, 0, [])
C-DSP-162	branch	dispatch.py:898-899	_record: any exception while recording is swallowed -- never alters the outcome already decided	exception	pass
C-DSP-163	regex	dispatch.py:925-926	_KEYED_ON_RX: matches the rendered 'keyed on `X`, so the guard must name `Y` too;' sentence pair from _keyed_reason	deny/block reason text	compiled regex constant
C-DSP-164	branch	dispatch.py:931-933	_subject_of: scans for the LAST _KEYED_ON_RX match in the reason (a clause's own prose could contain an earlier false match)	reason text	last:Match|None
C-DSP-165	branch	dispatch.py:934-935	_subject_of: no keyed-on sentence found -- session-wide, not keyed	last	''
C-DSP-166	branch	dispatch.py:939	_subject_of: returns group 2, the operand the agent was instructed to name	last.group(2)	subject:str
C-DSP-167	branch	dispatch.py:953-954	_stated_count: splits the block reason into its first three space-separated words to search for a leading count	text	head:list[str]
C-DSP-168	branch	dispatch.py:962-964	_stated_count: first word containing ASCII digits (0-9 only, avoiding str.isdigit/int disagreement on e.g. superscripts) is parsed as the count	head words, digit filter	int(digits)
C-DSP-169	branch	dispatch.py:965	_stated_count: no word carried a parseable digit -- the block did not state a count (distinct from stating zero)	head	None
C-DSP-170	function	dispatch.py:968-969	_bracketed_ids: extracts every [CLAUSE-ID]-style bracketed token from a reason string	text	list[str] of ids
C-DSP-171	branch	dispatch.py:974	main: reads and repairs stdin as UTF-8 (host-shim level repair)	stdin bytes	raw:str, repaired:count
C-DSP-172	branch	dispatch.py:975-978	main: empty/whitespace-only stdin is an unreadable envelope, not a silent {}	raw	raise ValueError('empty envelope')
C-DSP-173	branch	dispatch.py:979	main: parses the raw text as JSON	raw	event (any)
C-DSP-174	branch	dispatch.py:980-981	main: parsed JSON that is not an object is rejected	event	raise ValueError('event is not an object')
C-DSP-175	branch	dispatch.py:989	main: scrubs lone-surrogate escapes out of the parsed event (second surrogate door beyond byte-level repair)	event	event (scrubbed), escaped:count
C-DSP-176	branch	dispatch.py:990-995	main: any failure reading/parsing/scrubbing the envelope fails OPEN loudly -- stderr line, fault journaled, systemMessage printed, exit 0	exception	journal.note_fault('unreadable_event',failed_closed=False); print(_open_not_evaluable(...)); return 0
C-DSP-177	branch	dispatch.py:996-1000	main: a repaired or surrogate-escaped payload is journaled as evaluated-on-repair, not as a fault (must not inflate the unevaluated count)	repaired, escaped	journal.note_repair(event, repaired, escaped=escaped)
C-DSP-178	branch	dispatch.py:1003	main: resets the per-process probe cache so a reused process cannot inherit stale clause-probe answers	-	C.reset_probe_cache() side effect
C-DSP-179	branch	dispatch.py:1005	main: loads the default clause table	C.default_bundle()	table:list[clause]
C-DSP-180	branch	dispatch.py:1006	main: journals the session start with the clause count loaded	event, len(table)	journal.note_session(event, len(table))
C-DSP-181	branch	dispatch.py:1012-1020	main: zero clauses loaded -- 'nothing was checked' is made loud (stderr + journaled fault), never read as green	table, C.default_bundle()	print(stderr); journal.note_fault('zero_clauses', failed_closed=is-terminal-event)
C-DSP-182	branch	dispatch.py:1021-1025	main: zero clauses AND this is a terminal (Stop/SubagentStop) event -- prints a block wire directly and exits, bypassing HANDLERS	event['hook_event_name'], table	print(_block('0 clauses...')); return 0
C-DSP-183	branch	dispatch.py:1026	main: looks up the handler function for this event's hook name	HANDLERS, event['hook_event_name']	handler:callable|None
C-DSP-184	branch	dispatch.py:1027-1036	main: unknown event name -- evaluates and pays nothing, loud NOT-EVALUABLE, no wildcard fallback to pre_tool_use	handler, event['hook_event_name']	journal.note_fault('unknown_event',failed_closed=False); print(_open_not_evaluable(...)); return 0
C-DSP-185	branch	dispatch.py:1037	main: opens the ledger for this process	-	ledger:Ledger
C-DSP-186	branch	dispatch.py:1038	main: leaves an in-flight pending marker for this event before evaluating it	ledger.root, event	marker:Path|None
C-DSP-187	branch	dispatch.py:1039-1043	main: dispatches to the matched handler, always removing the pending marker afterward regardless of outcome	table, ledger, event, handler	out = handler(...); marker.unlink(missing_ok=True) in finally
C-DSP-188	branch	dispatch.py:1044-1053	main: any exception during table load/dispatch fails per the event's own closed wire when one exists, else prints loud open-fail and exits	exception, event['hook_event_name']	out=_closed_not_evaluable(...); journal.note_fault('evaluation',...); print+return0 if out is None
