id	kind	source	what	reads	writes/returns
C-CLS-060	function	plugin/keel/clauses.py:461-477	subject_fields: the event field(s) a subject/discriminator extractor may read -- dict spec's 'on' (default tool_input.command), bare string spec, or a list of field names filtered to non-empty strings	spec (subject/key_from-like dict or string)	list[str] of field names
C-CLS-061	function	plugin/keel/clauses.py:480-500	_fixture_event: builds a synthetic event from a predicate's own event/tools declaration; a dict fixture passes through unchanged, a string/scalar fixture is placed at the first declared subject_fields path	predicate.event, predicate.tools, subject_fields(predicate), fixture	synthetic event dict
C-CLS-062	constant	plugin/keel/clauses.py:513	PROBE_TIMEOUT_CEILING_MS: ceiling on a clause's probe.timeout_ms, held under the hook's own timeout so a probe cannot outlive its hook	-	5000
C-CLS-063	law-code	plugin/keel/clauses.py:520-522	CLAUSE-EFFECT-UNKNOWN: refuses a leaf naming an effect not present in keel.effects.EFFECTS	leaf.kind, leaf.effect, _effects.EFFECTS	raises ClauseError
C-CLS-064	law-code	plugin/keel/clauses.py:528-530	CLAUSE-NONZERO-NOT-RESPONSE: refuses a nonzero leaf whose 'on' does not start with tool_response. (nonzero must compare a datum the trace produced, never an operator-controlled field)	leaf.kind, leaf.on	raises ClauseError
C-CLS-065	law-code	plugin/keel/clauses.py:531-537	CLAUSE-REGEX-INVALID: refuses a regex-kind predicate whose pattern or any unless entry fails to compile	predicate.pattern, predicate.unless	raises ClauseError
C-CLS-066	law-code	plugin/keel/clauses.py:538-547	CLAUSE-KEY-FROM-INVALID: refuses key_from that is not a nonempty string or a dict with a nonempty string 'on'	predicate.key_from	raises ClauseError
C-CLS-067	law-code	plugin/keel/clauses.py:548-552	CLAUSE-KEY-FROM-INVALID: refuses a key_from.pattern that fails to compile	predicate.key_from.pattern	raises ClauseError
C-CLS-068	law-code	plugin/keel/clauses.py:553-554	CLAUSE-KEY-FROM-INVALID: refuses a key_from.group that is not int or str	predicate.key_from.group	raises ClauseError
C-CLS-069	law-code	plugin/keel/clauses.py:558-566	CLAUSE-PROBE-INVALID: refuses a probe whose cmd/timeout_ms/expect fail the structural shape (nonempty str list, int timeout in (0, ceiling], valid expect shape)	predicate.probe.cmd/timeout_ms/expect	raises ClauseError
C-CLS-070	law-code	plugin/keel/clauses.py:567-571	CLAUSE-PROBE-MUTATING: refuses a probe whose argv[0] contains a path separator	predicate.probe.cmd[0]	raises ClauseError
C-CLS-071	law-code	plugin/keel/clauses.py:572-574	CLAUSE-PROBE-MUTATING: refuses a probe whose whole argv is not in the _READ_ONLY_PROBES allowlist	predicate.probe.cmd, _READ_ONLY_PROBES	raises ClauseError
C-CLS-072	law-code	plugin/keel/clauses.py:575-579	CLAUSE-PROBE-INVALID: refuses a probe expect.regex that fails to compile	predicate.probe.expect.regex	raises ClauseError
C-CLS-073	constant	plugin/keel/clauses.py:167	_READ_ONLY_PROBES: the only probe argv a clause may run	-	tuple of one tuple: (git, status, --porcelain)
C-CLS-074	branch	plugin/keel/clauses.py:583-585	_leaves: predicate has no any_of/all_of branches -> the predicate itself is the sole leaf	predicate.any_of, predicate.all_of	list[predicate]
C-CLS-075	branch	plugin/keel/clauses.py:591-592	_leaves: predicate has branches -> its own kind (if any) is a leaf too, plus every branch's leaves recursively	predicate.kind, branches	list[predicate]
C-CLS-076	constant	plugin/keel/clauses.py:595	AGNOSTIC_OCCASIONS: alias of AGNOSTIC_CLASSES for the occasion-side reading	-	frozenset[str]
C-CLS-077	branch	plugin/keel/clauses.py:607-609	_discriminator: fingerprint is kind=='always' and clause has a discharged_by -> fixtures are graded against discharged_by (terminal clause: occasion discriminates nothing)	clause.fingerprint.kind, clause.discharged_by	predicate dict
C-CLS-078	branch	plugin/keel/clauses.py:610	_discriminator: otherwise -> fixtures are graded against the fingerprint itself	clause.fingerprint	predicate dict
C-CLS-079	branch	plugin/keel/clauses.py:616-619	_admit: side-class loop over fingerprint/activated_by/discharged_by, skipping any side that is not a dict	clause.fingerprint/activated_by/discharged_by	-
C-CLS-080	law-code	plugin/keel/clauses.py:620-624	CLAUSE-TEXT-COVERING: refuses any side (fingerprint/activated_by/discharged_by) classified 'textual' -- Theorem 1: no pattern edit makes raw-command reading mention-immune	classify_side(predicate)	raises ClauseError
C-CLS-081	law-code	plugin/keel/clauses.py:625-628	CLAUSE-SIDE-UNCLASSIFIED: refuses any side classified 'unclassified' -- no Coverings.v class covers the shape	classify_side(predicate)	raises ClauseError
C-CLS-082	law-code	plugin/keel/clauses.py:629-638	CLAUSE-OCCASION-NOMINAL: refuses a fingerprint or activated_by side not in AGNOSTIC_CLASSES -- an occasion must be name-agnostic (Theorem 3, 5)	name, classify_side(predicate), AGNOSTIC_CLASSES	raises ClauseError
C-CLS-083	law-code	plugin/keel/clauses.py:639-649	CLAUSE-GUARD-NOMINAL: refuses a discharged_by side not in AGNOSTIC_CLASSES -- a guard must be name-agnostic too	classify_side(predicate), AGNOSTIC_CLASSES	raises ClauseError
C-CLS-084	law-code	plugin/keel/clauses.py:650-656	CLAUSE-GUARD-ALWAYS: refuses a discharged_by of kind=='always' -- a guard paid by any act observes nothing	clause.discharged_by.kind	raises ClauseError
C-CLS-085	law-code	plugin/keel/clauses.py:657-658	CLAUSE-NO-ACTIVATION-FIXTURES: refuses a clause with activated_by set but no fixtures_activate	clause.activated_by, clause.fixtures_activate	raises ClauseError
C-CLS-086	fixture-loop	plugin/keel/clauses.py:659-662	fixtures_activate loop: each activation fixture must satisfy _base_predicate(activated_by, ...), else CLAUSE-ACTIVATION-FIXTURE-MISS	clause.fixtures_activate, clause.activated_by	raises ClauseError per miss
C-CLS-087	law-code	plugin/keel/clauses.py:663-664	CLAUSE-EVENT-UNKNOWN: refuses a clause.event not among the five in _EVENTS	clause.event, _EVENTS	raises ClauseError
C-CLS-088	law-code	plugin/keel/clauses.py:665-666	CLAUSE-NO-FIXTURES: refuses a clause missing fixtures_pos or fixtures_neg	clause.fixtures_pos, clause.fixtures_neg	raises ClauseError
C-CLS-089	branch	plugin/keel/clauses.py:682-684	_admit: compiles fingerprint, activated_by, discharged_by via _compile (leaf/regex/key_from/probe checks) before fixture grading	clause.fingerprint/activated_by/discharged_by	-
C-CLS-090	law-code	plugin/keel/clauses.py:697-700	CLAUSE-EFFECT-EVENT: refuses a fingerprint classified 'effect' whose clause.event is not PostToolUse -- an effect occasion is observed after the act	classify_side(clause.fingerprint), clause.event	raises ClauseError
C-CLS-091	branch	plugin/keel/clauses.py:701	_admit: computes the fixture discriminator via _discriminator(clause)	clause	predicate dict
C-CLS-092	law-code	plugin/keel/clauses.py:702-707	CLAUSE-SUBJECT-UNKEYABLE-EFFECT: refuses a subject keyed on 'effect' whose value is not exactly one of KEYABLE_EFFECTS	clause.subject, KEYABLE_EFFECTS	raises ClauseError
C-CLS-093	fixture-loop	plugin/keel/clauses.py:708-710	fixtures_pos loop: each positive fixture must satisfy _base_predicate(discriminator, ...), else CLAUSE-FIXTURE-POS-MISS	clause.fixtures_pos, discriminator	raises ClauseError per miss
C-CLS-094	law-code	plugin/keel/clauses.py:725-736	CLAUSE-FIXTURE-POS-UNKEYABLE: within the fixtures_pos loop, refuses a positive fixture that matches the fingerprint but whose dict subject extractor finds no operand (pattern search + captured group empty)	clause.subject, fixture, subject_fields(clause.subject)	raises ClauseError
C-CLS-095	fixture-loop	plugin/keel/clauses.py:737-739	fixtures_neg loop: each negative fixture must NOT satisfy _base_predicate(discriminator, ...), else CLAUSE-FIXTURE-NEG-HIT	clause.fixtures_neg, discriminator	raises ClauseError per hit
C-CLS-096	branch	plugin/keel/clauses.py:759-760	_admit: clause.discharged_by is None -> return clause early, exempt from guard-fixture witnessing (no guard side to witness)	clause.discharged_by	clause
C-CLS-097	law-code	plugin/keel/clauses.py:761-762	CLAUSE-NO-GUARD-FIXTURES: refuses a clause with a discharged_by but missing fixtures_discharge or fixtures_no_discharge	clause.fixtures_discharge, clause.fixtures_no_discharge	raises ClauseError
C-CLS-098	fixture-loop	plugin/keel/clauses.py:763-766	fixtures_discharge loop: each discharge fixture must satisfy _base_predicate(discharged_by, ...), else CLAUSE-GUARD-FIXTURE-MISS	clause.fixtures_discharge, clause.discharged_by	raises ClauseError per miss
C-CLS-099	fixture-loop	plugin/keel/clauses.py:767-770	fixtures_no_discharge loop: each no-discharge fixture must NOT satisfy _base_predicate(discharged_by, ...), else CLAUSE-GUARD-FIXTURE-HIT	clause.fixtures_no_discharge, clause.discharged_by	raises ClauseError per hit
C-CLS-100	constant	plugin/keel/clauses.py:361	EXCUSE_FIELDS: the three prose-excuse field names a row may not carry (why_no_program, guard_vocabulary, waiver)	-	frozenset[str]
C-CLS-101	law-code	plugin/keel/clauses.py:795-799	CLAUSE-CARRIES-AN-EXCUSE: refuses a raw row dict carrying any of EXCUSE_FIELDS	data keys, EXCUSE_FIELDS	raises ClauseError
C-CLS-102	law-code	plugin/keel/clauses.py:805-807	CLAUSE-ID-DUPLICATE: refuses a clause list containing the same id twice	clause.id across list	raises ClauseError
C-CLS-103	branch	plugin/keel/clauses.py:809	_unique_sorted: returns clauses sorted by id	clause.id	list[Clause] sorted
C-CLS-104	law-code	plugin/keel/clauses.py:816-817	CLAUSE-BUNDLE-INVALID: refuses a shipped bundle whose top-level JSON value is not a list	json.load(stream)	raises ClauseError
C-CLS-105	function	plugin/keel/clauses.py:812-818	load_bundle: parses the JSON bundle file, then loads+admits+uniques every row through _load_object/_unique_sorted	path (file contents)	list[Clause]
C-CLS-106	function	plugin/keel/clauses.py:821-823	default_bundle: the one clause table path this package loads (clauses.json beside this module)	-	Path
C-CLS-107	function	plugin/keel/clauses.py:826-842	load_default: loads the one shipped bundle with no loose-file fallback; a missing bundle raises rather than silently returning another table	default_bundle()	list[Clause]
C-CLS-108	clause-side	plugin/keel/clauses.json:12-14	A01.fingerprint: kind=always (fires on every event)	-	predicate/extractor result
C-CLS-109	clause-side	plugin/keel/clauses.json:15-...	A01.discharged_by: kind=effect effect=observed_read	keel_effect.observed_read	predicate/extractor result
C-CLS-110	clause-side	plugin/keel/clauses.json:11	A01.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-111	clause-side	plugin/keel/clauses.json:285-287	A02.fingerprint: kind=always	-	predicate/extractor result
C-CLS-112	clause-side	plugin/keel/clauses.json:288-...	A02.discharged_by: any_of: kind=effect effect=observed_read | kind=regex on=tool_name pattern=^Glob$ | kind=effect effect=report_paths	keel_effect.observed_read, tool_name, keel_effect.report_paths	predicate/extractor result
C-CLS-113	clause-side	plugin/keel/clauses.json:284	A02.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-114	clause-side	plugin/keel/clauses.json:531-533	A03.fingerprint: kind=always	-	predicate/extractor result
C-CLS-115	clause-side	plugin/keel/clauses.json:534-...	A03.discharged_by: kind=effect effect=remote_read	keel_effect.remote_read	predicate/extractor result
C-CLS-116	clause-side	plugin/keel/clauses.json:530	A03.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-117	clause-side	plugin/keel/clauses.json:796-798	C03-verify-what-returns.fingerprint: kind=always	-	predicate/extractor result
C-CLS-118	clause-side	plugin/keel/clauses.json:815-...	C03-verify-what-returns.activated_by: kind=regex on=tool_name pattern=^(Agent|Task)$	tool_name	predicate/extractor result
C-CLS-119	clause-side	plugin/keel/clauses.json:799-...	C03-verify-what-returns.discharged_by: kind=regex on=tool_name pattern=^Read$	tool_name	predicate/extractor result
C-CLS-120	clause-side	plugin/keel/clauses.json:795	C03-verify-what-returns.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-121	clause-side	plugin/keel/clauses.json:843-845	C08-check-can-fail.fingerprint: kind=always	-	predicate/extractor result
C-CLS-122	clause-side	plugin/keel/clauses.json:846-...	C08-check-can-fail.activated_by: kind=effect effect=report_pass event=PostToolUse tools=[Bash], keyed by key_from	keel_effect.report_pass, hook_event_name, tool_name	predicate/extractor result
C-CLS-123	clause-side	plugin/keel/clauses.json:853-...	C08-check-can-fail.activated_by.key_from: on=tool_input.command, pattern extracts the leading command/subcommand token, group=1	tool_input.command	predicate/extractor result
C-CLS-124	clause-side	plugin/keel/clauses.json:911-...	C08-check-can-fail.discharged_by: kind=effect effect=report_fail event=PostToolUse tools=[Bash], keyed by key_from	keel_effect.report_fail, hook_event_name, tool_name	predicate/extractor result
C-CLS-125	clause-side	plugin/keel/clauses.json:918-...	C08-check-can-fail.discharged_by.key_from: on=tool_input.command, pattern extracts the leading command/subcommand token, group=1	tool_input.command	predicate/extractor result
C-CLS-126	clause-side	plugin/keel/clauses.json:842	C08-check-can-fail.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-127	clause-side	plugin/keel/clauses.json:1076-1079	C09-checker-excludes-self.fingerprint: kind=effect effect=report_self	keel_effect.report_self	predicate/extractor result
C-CLS-128	clause-side	plugin/keel/clauses.json:1080-...	C09-checker-excludes-self.discharged_by: kind=effect effect=report_listing	keel_effect.report_listing	predicate/extractor result
C-CLS-129	clause-side	plugin/keel/clauses.json:1075	C09-checker-excludes-self.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-130	clause-side	plugin/keel/clauses.json:1364-1368	D01.fingerprint: kind=regex on=tool_name pattern=^(Agent|Task)$	tool_name	predicate/extractor result
C-CLS-131	clause-side	plugin/keel/clauses.json:1369-...	D01.discharged_by: kind=regex on=tool_name pattern=^(Read|Glob|Grep)$	tool_name	predicate/extractor result
C-CLS-132	clause-side	plugin/keel/clauses.json:1363	D01.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-133	clause-side	plugin/keel/clauses.json:1411-1415	P01.fingerprint: kind=regex on=tool_name pattern=^ExitPlanMode$	tool_name	predicate/extractor result
C-CLS-134	clause-side	plugin/keel/clauses.json:1416-...	P01.discharged_by: kind=regex on=tool_name pattern=^(Read|Glob|Grep)$	tool_name	predicate/extractor result
C-CLS-135	clause-side	plugin/keel/clauses.json:1410	P01.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-136	clause-side	plugin/keel/clauses.json:1455-1459	P02.fingerprint: kind=regex on=tool_name pattern=^ExitPlanMode$	tool_name	predicate/extractor result
C-CLS-137	clause-side	plugin/keel/clauses.json:1460-...	P02.discharged_by: kind=regex on=tool_name pattern=^AskUserQuestion$	tool_name	predicate/extractor result
C-CLS-138	clause-side	plugin/keel/clauses.json:1454	P02.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-139	clause-side	plugin/keel/clauses.json:1496-1498	T01.fingerprint: kind=always	-	predicate/extractor result
C-CLS-140	clause-side	plugin/keel/clauses.json:1499-...	T01.discharged_by: kind=effect effect=observed_read	keel_effect.observed_read	predicate/extractor result
C-CLS-141	clause-side	plugin/keel/clauses.json:1495	T01.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-142	clause-side	plugin/keel/clauses.json:1688-1690	T02.fingerprint: kind=always	-	predicate/extractor result
C-CLS-143	clause-side	plugin/keel/clauses.json:1728-...	T02.activated_by: kind=effect effect=remote_ref_moved	keel_effect.remote_ref_moved	predicate/extractor result
C-CLS-144	clause-side	plugin/keel/clauses.json:1691-...	T02.discharged_by: kind=effect effect=remote_landed	keel_effect.remote_landed	predicate/extractor result
C-CLS-145	clause-side	plugin/keel/clauses.json:1687	T02.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-146	clause-side	plugin/keel/clauses.json:1810-1813	U01.fingerprint: kind=effect effect=pids_spawned	keel_effect.pids_spawned	predicate/extractor result
C-CLS-147	clause-side	plugin/keel/clauses.json:1814-...	U01.discharged_by: kind=effect effect=report_pass	keel_effect.report_pass	predicate/extractor result
C-CLS-148	clause-side	plugin/keel/clauses.json:1809	U01.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-149	clause-side	plugin/keel/clauses.json:2012-2015	U02.fingerprint: kind=effect effect=pids_spawned_again	keel_effect.pids_spawned_again	predicate/extractor result
C-CLS-150	clause-side	plugin/keel/clauses.json:2016-...	U02.discharged_by: kind=effect effect=report_after_change	keel_effect.report_after_change	predicate/extractor result
C-CLS-151	clause-side	plugin/keel/clauses.json:2007-2011	U02.subject: on=tool_input.command, pattern matches dispatch.sh/--target target token, group=1	tool_input.command	predicate/extractor result
C-CLS-152	clause-side	plugin/keel/clauses.json:2212-2215	U03.fingerprint: kind=effect effect=pids_gone	keel_effect.pids_gone	predicate/extractor result
C-CLS-153	clause-side	plugin/keel/clauses.json:2216-...	U03.discharged_by: any_of: kind=effect effect=report_pids | kind=effect effect=observed_read	keel_effect.report_pids, keel_effect.observed_read	predicate/extractor result
C-CLS-154	clause-side	plugin/keel/clauses.json:2209-2211	U03.subject: keyed on effect=pids_gone (list-valued, KEYABLE_EFFECTS)	keel_effect.pids_gone	predicate/extractor result
C-CLS-155	clause-side	plugin/keel/clauses.json:2492-2495	U06.fingerprint: kind=effect effect=net_out	keel_effect.net_out	predicate/extractor result
C-CLS-156	clause-side	plugin/keel/clauses.json:2496-...	U06.discharged_by: kind=effect effect=net_read	keel_effect.net_read	predicate/extractor result
C-CLS-157	clause-side	plugin/keel/clauses.json:2491	U06.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-158	clause-side	plugin/keel/clauses.json:2686-2689	U08.fingerprint: kind=effect effect=commit_signed	keel_effect.commit_signed	predicate/extractor result
C-CLS-159	clause-side	plugin/keel/clauses.json:2690-...	U08.discharged_by: kind=effect effect=report_signature	keel_effect.report_signature	predicate/extractor result
C-CLS-160	clause-side	plugin/keel/clauses.json:2685	U08.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-161	clause-side	plugin/keel/clauses.json:2880-2883	U09.fingerprint: kind=effect effect=head_switched	keel_effect.head_switched	predicate/extractor result
C-CLS-162	clause-side	plugin/keel/clauses.json:2884-...	U09.discharged_by: any_of: kind=effect effect=report_ref | kind=effect effect=observed_read	keel_effect.report_ref, keel_effect.observed_read	predicate/extractor result
C-CLS-163	clause-side	plugin/keel/clauses.json:2879	U09.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-164	clause-side	plugin/keel/clauses.json:3191-3194	U10.fingerprint: kind=effect effect=report_null	keel_effect.report_null	predicate/extractor result
C-CLS-165	clause-side	plugin/keel/clauses.json:3195-...	U10.discharged_by: any_of: kind=effect effect=report_structured | kind=regex on=tool_name pattern=^Read$	keel_effect.report_structured, tool_name	predicate/extractor result
C-CLS-166	clause-side	plugin/keel/clauses.json:3183-3190	U10.subject: on=[tool_input.command, tool_input.file_path], pattern captures a trailing .json path, group=1	tool_input.command, tool_input.file_path	predicate/extractor result
C-CLS-167	clause-side	plugin/keel/clauses.json:3411-3414	U12.fingerprint: kind=effect effect=files_changed	keel_effect.files_changed	predicate/extractor result
C-CLS-168	clause-side	plugin/keel/clauses.json:3415-...	U12.discharged_by: any_of: kind=regex on=tool_name pattern=^Grep$ | kind=regex on=tool_name pattern=^Read$ | kind=effect effect=report_paths	tool_name, keel_effect.report_paths	predicate/extractor result
C-CLS-169	clause-side	plugin/keel/clauses.json:3408-3410	U12.subject: keyed on effect=files_changed (list-valued, KEYABLE_EFFECTS)	keel_effect.files_changed	predicate/extractor result
C-CLS-170	clause-side	plugin/keel/clauses.json:3675-3678	U13.fingerprint: kind=effect effect=files_changed	keel_effect.files_changed	predicate/extractor result
C-CLS-171	clause-side	plugin/keel/clauses.json:3679-...	U13.discharged_by: any_of: kind=regex on=tool_name pattern=^Read$ | kind=effect effect=report_paths	tool_name, keel_effect.report_paths	predicate/extractor result
