math_id	code_id	relation	evidence	auditor	verdict	signoff
M-LAW-070	C-DSP-094	instance	AMENDED: not a near: README.md:184-186 states the journal row explicitly -- 'a committed call that paid nothing is a broken_commitment in the journal and the demand stays open, so the next act is refused again'. Only the stderr line at dispatch.py:578 is unstated, and it adds no decision.	review	amend	
M-LAW-071	C-DSP-095	instance	AMENDED: not 'no math element': README.md:194-195 states it -- an effect occasion is enforced after the act and the demand refuses the NEXT act, so this event cannot itself be refused (dispatch.py:557-559).	review	amend	
M-COV-046	C-DSP-096	instance	_watch_standing restricts to terminal clauses -- standing guards are the 'done i' steps tracked continuously across events	review	confirm	
M-COV-047	C-DSP-097	instance	_watch_standing: activation predicate matched, branch entered -- one step of the standing-obligation chain becoming 'done'	review	confirm	
-	C-DSP-098	none	_watch_standing: extracts and classifies the activation key -- mechanical dispatch, no math element	review	confirm	
M-LAW-057	C-DSP-099	instance	_watch_standing: keyed activation with no extractable key is skipped -- the occasion-side miss (no obligation raised), per the stated miss asymmetry	review	confirm	
M-COV-039	C-DSP-100	instance	_watch_standing: keyed activation raises its own per-key standing demand -- an isL landmark for a standing obligation	review	confirm	
M-COV-047	C-DSP-101	instance	_watch_standing: unkeyed activation demand-then-immediate-discharge nets to zero -- one occurred/paid step of the chain, recorded then closed	review	confirm	
-	C-DSP-102	none	_watch_standing: standing guard satisfied by this event, branch entered -- mechanical dispatch, no math element	review	confirm	
M-LAW-057	C-DSP-103	instance	_watch_standing: keyed guard with no extractable key is skipped -- the guard-side miss (fails to discharge), per the stated miss asymmetry	review	confirm	
M-COV-047	C-DSP-104	instance	_watch_standing discharges the standing demand -- the link step, done(i+1) implies done(i) once paid	review	confirm	
-	C-DSP-105	none	_watch_standing: exception isolation across clauses -- robustness, no math element	review	confirm	
-	C-DSP-106	none	AMENDED: no math.tsv row; the bound is a STATED limit at dispatch.py:696-702 ('Stated limit: a session that ignores three refusals ends'). math.tsv missing the Law row. NOT a remove.	review	amend	
-	C-DSP-107	none	_pending_dir: filesystem path helper, carriage, no math element	review	confirm	
-	C-DSP-108	none	_pending_mark event-type filter: carriage bookkeeping, no math element	review	confirm	
-	C-DSP-109	none	_pending_mark writes an in-flight marker file: carriage bookkeeping for crash detection, no math element	review	confirm	
-	C-DSP-110	none	_pending_mark OSError swallowed: carriage robustness, no math element	review	confirm	
-	C-DSP-111	none	_pending_lost iterates marker files: carriage bookkeeping, no math element	review	confirm	
-	C-DSP-112	none	_pending_lost live-pid branch: carriage liveness check, no math element	review	confirm	
-	C-DSP-113	none	_pending_lost dead-pid branch: carriage liveness check, no math element	review	confirm	
-	C-DSP-114	none	_pending_lost formats a lost-line: carriage reporting, no math element	review	confirm	
-	C-DSP-115	none	_pending_lost unreadable marker still recorded: carriage robustness, no math element	review	confirm	
-	C-DSP-116	none	_pending_lost removes the dead marker file: carriage cleanup, no math element	review	confirm	
-	C-DSP-117	none	_pending_lost directory-level OSError swallowed: carriage robustness, no math element	review	confirm	
-	C-DSP-118	none	_pending_lost returns the list of lost-evaluation strings: carriage plumbing, no math element	review	confirm	
-	C-DSP-119	none	reconcile reads/reset the stop-round counter: an implementation bound (STOP_ROUNDS), no math element	review	confirm	
-	C-DSP-120	none	AMENDED: no math.tsv row; stated limit at dispatch.py:696-713 (DL-04): after STOP_ROUNDS the ending is ALLOWED LOUDLY with a fault row and the rows stay open. NOT a remove.	review	amend	
M-LAW-056	C-DSP-121	instance	reconcile observes remote/world state at session end -- EFFECTS[remote_read]/the stop-time measurement	review	confirm	
M-COV-047	C-DSP-122	instance	reconcile watches terminal clauses' standing guards -- keeps the chain of standing obligations current at the ending	review	confirm	
-	C-DSP-123	none	AMENDED: no math.tsv row; stated law at dispatch.py:693-694: reconcile fails CLOSED, a gate that cannot decide has not decided. NOT a remove.	review	amend	
-	C-DSP-124	none	AMENDED: REJECTED pairing with M-COV-048: reconcile's terminal-event scoping is not an instance of chain_composes (done/link), which is about steps of a chain, not event names. No math element; it is enforcement-point selection stated at dispatch.py:724-734 (a subagent that pushed and ended unreconciled, 30 of 31 targets). NOT a remove.	review	amend	
-	C-DSP-125	none	reconcile: a keyed activation's rows already covered by open_demands need no synthetic row -- deduplication bookkeeping, no math element	review	confirm	
M-LAW-057	C-DSP-126	instance	reconcile: a clause whose activation occasion never happened is not an unmet obligation -- occasion-side miss raises no obligation, per the stated miss asymmetry	review	confirm	
M-COV-039	C-DSP-127	instance	AMENDED: an unlicensed standing demand at the ending is exactly violates_here (M-COV-039): the L stands with no X before it. M-COV-042 is the theorem that rejects it, not the row's content.	review	amend	
-	C-DSP-128	none	reconcile finds this session's dead-hook markers -- carriage bookkeeping for the hook-killed detector, no math element	review	confirm	
M-COV-041	C-DSP-129	near	AMENDED: a lost hook evaluation is debt with NO L and no clause: it is an act that was never evaluated (dispatch.py:752-756, DL-09). Difference: a source of open obligation absent from Coverings.v, where every open row comes from an isL event. STATEMENT should move (math has no notion of an unevaluated act).	review	amend	
M-COV-041	C-DSP-130	instance	AMENDED: the combined set is the trace backward is evaluated over at the ending; cite the definition (M-COV-041), not the theorem.	review	amend	
-	C-DSP-131	none	reconcile updates the stop-round counter -- an implementation bound, no math element	review	confirm	
M-COV-041	C-DSP-132	instance	AMENDED: same correction: nothing open at the ending, so backward (M-COV-041) holds. Not an instance of M-COV-042.	review	amend	
M-LAW-078	C-DSP-133	instance	AMENDED: not equal: backward (M-COV-041) quantifies at EVERY position of the trace; reconcile quantifies once, over the open ledger rows at the ending. One enforcement point of the backward rule, hence instance.	review	amend	
M-LAW-069	C-DSP-134	instance	session_start observes worktree/remote before the first act -- exactly 'the first guards are observations of Keel's own measurement,' the read this that A01/A02/A03 are paid by	review	confirm	
-	C-DSP-135	none	session_start compacts the ledger: carriage housekeeping, no math element	review	confirm	
-	C-DSP-136	none	session_start builds the human-readable clause listing: carriage/UX, no math element	review	confirm	
-	C-DSP-137	none	session_start checks for a stranded legacy state directory: carriage migration concern, no math element	review	confirm	
-	C-DSP-138	none	session_start stranded-store notice: carriage/UX text, no math element	review	confirm	
-	C-DSP-139	none	session_start builds the additionalContext wire: carriage wire-format, no math element	review	confirm	
-	C-DSP-140	none	session_start surfaces the notice as systemMessage too: carriage/UX, no math element	review	confirm	
-	C-DSP-141	none	session_start returns the context wire: carriage, no math element	review	confirm	
-	C-DSP-142	none	AMENDED: no math.tsv row; stated law at dispatch.py:775 and README.md:105-106 (the hook fails open: if the dispatcher cannot run it stays silent rather than blocking the host). NOT a remove.	review	amend	
-	C-DSP-143	none	AMENDED: no math.tsv row; the vendored preserve list is stated behaviour at README.md:126-128 (pinned by a digest of its own bytes). NOT a remove.	review	amend	
-	C-DSP-144	none	AMENDED: no math.tsv row; README.md:126-128 states the bare-/compact condition, and dispatch.py:816-818 states why a /compact carrying its own list is left untouched. NOT a remove.	review	amend	
-	C-DSP-145	none	AMENDED: no math.tsv row; README.md:128 states that a /compact already carrying instructions is left untouched. NOT a remove.	review	amend	
-	C-DSP-146	none	AMENDED: no math.tsv row; README.md:126-128 states that UserPromptSubmit supplies the vendored list as context the model acts on. NOT a remove.	review	amend	
-	C-DSP-147	none	AMENDED: no math.tsv row; robustness serving the stated cut behaviour (README.md:126-128). NOT a remove.	review	amend	
-	C-DSP-148	none	AMENDED: no math.tsv row; README.md:128-131 states the automatic path only reports. NOT a remove.	review	amend	
-	C-DSP-149	none	AMENDED: no math.tsv row; README.md:128-131 states it exactly: PreCompact's context does not affect the cut and blocking would wedge the session, so that path only reports. NOT a remove.	review	amend	
M-LAW-014	C-DSP-150	instance	AMENDED: not a near: M-LAW-014 asserts the eight-routed / five-enforceable gap itself, so a routed row is an instance of it. PreToolUse is in _EVENTS (clauses.py:37): clause-enforceable.	review	amend	
M-LAW-014	C-DSP-151	instance	AMENDED: not a near: UserPromptSubmit is in _NON_ENFORCING (clauses.py:51-53) -- routed but deliberately not clause-targetable, which is the law's own content, not a widening of it.	review	amend	
M-LAW-014	C-DSP-152	instance	AMENDED: not a near: PreCompact is in _NON_ENFORCING (clauses.py:54-56), exactly the declared gap.	review	amend	
M-LAW-014	C-DSP-153	instance	AMENDED: not a near: PostToolUse is in _EVENTS (clauses.py:38), clause-enforceable.	review	amend	
M-LAW-014	C-DSP-154	instance	AMENDED: not a near: Stop is in _EVENTS (clauses.py:39), clause-enforceable.	review	amend	
M-LAW-014	C-DSP-155	instance	AMENDED: not a near: SubagentStop is in _EVENTS (clauses.py:40), clause-enforceable.	review	amend	
M-LAW-014	C-DSP-156	instance	AMENDED: REJECTED as stated: SessionStart IS one of the five (clauses.py:41), so 'outside the five clause-enforceable events' is false. Routed and clause-enforceable; an instance of the law, not a near.	review	amend	
M-LAW-014	C-DSP-157	instance	AMENDED: not a near: SubagentStart is in _NON_ENFORCING (clauses.py:49-50) -- routed, not clause-targetable, which is the law's content.	review	amend	
-	C-DSP-158	none	_record reads the event's hook name and wire output: carriage for the audit journal, no math element	review	confirm	
-	C-DSP-159	none	AMENDED: no math.tsv row; the parse-back is a stated law at dispatch.py:902-916 (the row reads the key out of the rendered text so the log can never disagree with what the agent was told; two derivations of one fact is two facts). NOT a remove.	review	amend	
-	C-DSP-160	none	_record journals a Stop/SubagentStop block with obligation count/clause ids parsed from the reason: carriage audit trail, no math element	review	confirm	
-	C-DSP-161	none	_record journals an empty terminal answer as a clean reconciliation: carriage audit trail, no math element	review	confirm	
-	C-DSP-162	none	_record: any exception while recording is swallowed: carriage robustness, no math element	review	confirm	
-	C-DSP-163	none	_KEYED_ON_RX regex for parsing rendered reason text: carriage text-parsing, no math element	review	confirm	
-	C-DSP-164	none	AMENDED: no math.tsv row; the LAST-match rule is the stated law at dispatch.py:917-924 (a clause's own prose containing the phrase made the journal name a different operand). NOT a remove.	review	amend	
-	C-DSP-165	none	_subject_of: no keyed-on sentence, session-wide: carriage text-parsing, no math element	review	confirm	
-	C-DSP-166	none	_subject_of returns the named operand group: carriage text-parsing, no math element	review	confirm	
-	C-DSP-167	none	_stated_count splits the block reason into leading words: carriage text-parsing, no math element	review	confirm	
-	C-DSP-168	none	_stated_count parses the first digit-bearing word as the count: carriage text-parsing, no math element	review	confirm	
-	C-DSP-169	none	_stated_count: no parseable count found: carriage text-parsing, no math element	review	confirm	
-	C-DSP-170	none	_bracketed_ids extracts [CLAUSE-ID] tokens: carriage text-parsing, no math element	review	confirm	
-	C-DSP-171	none	main reads/repairs stdin as UTF-8: host-shim carriage, no math element	review	confirm	
-	C-DSP-172	none	main: empty stdin raises as an unreadable envelope: carriage input validation, no math element	review	confirm	
-	C-DSP-173	none	main parses raw text as JSON: carriage, no math element	review	confirm	
-	C-DSP-174	none	main rejects non-object JSON: carriage input validation, no math element	review	confirm	
-	C-DSP-175	none	main scrubs lone-surrogate escapes: carriage/host-shim repair, no math element	review	confirm	
-	C-DSP-176	none	AMENDED: no math.tsv row; stated law dispatch.py:13-16 + DL-08 at dispatch.py:975-978: carriage fails OPEN with exit 0, and loudly. NOT a remove.	review	amend	
-	C-DSP-177	none	main journals a repaired/escaped payload as evaluated-on-repair, not a fault: carriage audit-accounting, no math element	review	confirm	
-	C-DSP-178	none	main resets the per-process probe cache: carriage cache-hygiene, no math element	review	confirm	
-	C-DSP-179	none	main loads the default clause table: carriage bootstrap, no math element	review	confirm	
-	C-DSP-180	none	main journals session start with clause count: carriage audit trail, no math element	review	confirm	
-	C-DSP-181	none	AMENDED: no math.tsv row, but README.md:80-85 states it as a limit: absence is not a pass; a zero-clause load must not read as green. math.tsv is missing that README law. NOT a remove.	review	amend	
-	C-DSP-182	none	AMENDED: no math.tsv row; README.md:84-85 states exactly this: a zero-clause load now BLOCKS Stop rather than passing it. math.tsv is missing that README law. NOT a remove.	review	amend	
M-LAW-014	C-DSP-183	instance	AMENDED: not a near: the lookup ranges over exactly the eight routed events the law names as the superset.	review	amend	
M-COV-041	C-DSP-184	near	AMENDED: REJECTED pairing with M-LAW-014: that is a LOADER law about clause.event, not about routing an unheard-of event. The true content is ordering: an unknown event can neither raise nor discharge, so it cannot supply a free X (dispatch.py:1028-1030, DL-13). Difference: no math element states the no-free-discharge rule. STATEMENT should move.	review	amend	
-	C-DSP-185	none	main opens the ledger for this process: carriage bootstrap, no math element	review	confirm	
-	C-DSP-186	none	main leaves an in-flight pending marker before evaluating: carriage crash-detection bookkeeping, no math element	review	confirm	
-	C-DSP-187	none	main dispatches to the matched handler, always removing the pending marker: carriage control flow, no math element	review	confirm	
-	C-DSP-188	none	AMENDED: no math.tsv row; stated law dispatch.py:13-18: a decision that could not be computed fails CLOSED, falling back to carriage only where no closed wire exists. NOT a remove.	review	amend	
-	C-DSP-189	none	main serializes the decision to JSON: carriage, no math element	review	confirm	
-	C-DSP-190	none	AMENDED: no math.tsv row; same stated fail-direction law, dispatch.py:13-18, applied to serialization failure. NOT a remove.	review	amend	
-	C-DSP-191	none	main writes the persisted trace of the event's outcome: carriage audit trail, no math element	review	confirm	
-	C-DSP-192	none	main prints the encoded decision and exits 0: carriage, exit-code design (EXIT 2 IS NOT USED) not itself a math element	review	confirm	
