id	kind	source	what	reads	writes/returns
C-EFF-037	constant	plugin/keel/effects.py:80	LISTING_FLOOR=2: fewest distinct live pids a listing must claim, so one number that happens to be a live pid is not a listing	n/a	threshold used in trace_effects.report_pids
C-EFF-038	constant	plugin/keel/effects.py:82	ABBREV_FLOOR=7: shortest hex prefix accepted as a commit id (git's own abbreviation floor)	n/a	threshold used in trace_effects.report_ref sha-prefix match
C-EFF-039	constant	plugin/keel/effects.py:85	REMOTE_RETRY_S=60.0: seconds between attempts to list a remote that could not be listed, so an offline host is asked once a minute not once per act	n/a	threshold used in snapshot() remote retry gate
C-EFF-040	constant	plugin/keel/effects.py:87	OBSERVED='observed.json': filename Keel writes for the operator to Read its own worktree measurement	n/a	used as write_observed()/`_artifact_read` target name
C-EFF-041	constant	plugin/keel/effects.py:88	REMOTE='remote.json': filename Keel writes for the operator to Read its own remote measurement	n/a	used as observe_remote()/`_artifact_read` target name
C-EFF-042	constant	plugin/keel/effects.py:108	WALK_CAP=20000: entries at which the non-repo file walk stops and reports NOT-EVALUABLE, sized to ~1s of the hook's 20s budget at ~20000 lstat/s	n/a	cap used in walk_tree() loop
C-EFF-043	constant	plugin/keel/effects.py:112	GIT_TIMEOUT=5.0: per-git-call timeout seconds; 4 calls per snapshot and 4 per delta stay inside the hook's 20s	n/a	timeout passed to subprocess.run in _git()
C-EFF-044	constant	plugin/keel/effects.py:115	_STARTTIME_AFTER_COMM=19: index of the start-time field in /proc/<pid>/stat after the comm-closing ')' (field 22 overall); a reused pid with a different start time is a new process	n/a	index used in proc_table()/_ancestry() parsing
C-EFF-045	constant	plugin/keel/effects.py:119	_SID_AFTER_COMM=3: index of the process session id field after ')' (field 6 overall); what a daemonized/reparented worker keeps	n/a	index used in proc_table() parsing
C-EFF-046	constant	plugin/keel/effects.py:122	_ANCESTRY_CAP=64: ancestors walked before giving up on a pid, so a cyclic/stale /proc read stops rather than spinning	n/a	cap used in under() loop
C-EFF-047	constant	plugin/keel/effects.py:442	EMPTY_BLOB='e69de29b...': the git blob sha of an empty file, used to detect a file emptied (content gone) vs merely modified	n/a	comparison value used in _tree_delta()
C-EFF-048	function	plugin/keel/effects.py:125-134	Run `git -C cwd <args>` with GIT_OPTIONAL_LOCKS=0 and a timeout; return stdout text or None on failure	cwd, args, env, subprocess result	str|None
C-EFF-049	branch	plugin/keel/effects.py:130-131	OSError or subprocess.TimeoutExpired during the git call -> function returns None (git unreachable/too slow)	subprocess exception	returns None
C-EFF-050	branch	plugin/keel/effects.py:132-133	git returncode != 0 -> function returns None (git call failed)	done.returncode	returns None
C-EFF-051	branch	plugin/keel/effects.py:134	git succeeded -> return done.stdout	done.stdout	returns str
C-EFF-052	function	plugin/keel/effects.py:139-141	Resolve the repository root for cwd via `git rev-parse --show-toplevel`, stripped, or None if not a repo/unreachable	cwd, _git() output	str|None
C-EFF-053	function	plugin/keel/effects.py:144-164	Build the tree object of the entire worktree (tracked+untracked) via a private, freshly-emptied git index, then write-tree; every blob lands in the object store	root, index path	str|None sha of tree object
C-EFF-054	branch	plugin/keel/effects.py:156-159	mkdir parents / unlink existing index file fails with OSError -> return None	index path filesystem ops	returns None
C-EFF-055	branch	plugin/keel/effects.py:161-162	`git add -A -- .` under the private index returns None (git failed) -> return None	GIT_INDEX_FILE env, _git() result	returns None
C-EFF-056	branch	plugin/keel/effects.py:163-164	`git write-tree` succeeded -> return stripped sha; else None	_git() write-tree output	returns str|None
C-EFF-057	function	plugin/keel/effects.py:167-184	Fallback file inventory outside a repository: path -> (size, mtime_ns), capped at WALK_CAP, no pre-image kept	cwd, os.walk of cwd	dict[str,(int,int)]|None
C-EFF-058	branch	plugin/keel/effects.py:172	Prune dirnames in-place to skip .git, node_modules, __pycache__ while walking	dirnames list	mutates dirnames (walk excludes these dirs)
C-EFF-059	branch	plugin/keel/effects.py:175-178	os.lstat(path) raises OSError for one file -> skip that file, continue walk	per-file lstat	continue (file omitted)
C-EFF-060	line	plugin/keel/effects.py:179	Record relpath -> (st_size, st_mtime_ns) for each successfully stat'd file	os.lstat result, os.path.relpath	seen[relpath] = (size, mtime_ns)
C-EFF-061	branch	plugin/keel/effects.py:180-181	len(seen) exceeds WALK_CAP -> abort and return None (budget protection)	len(seen), WALK_CAP	returns None
C-EFF-062	branch	plugin/keel/effects.py:182-183	Outer os.walk raises OSError -> return None	os.walk exception	returns None
C-EFF-063	function	plugin/keel/effects.py:187-198	Read every ref (`git for-each-ref`) into a name->sha table, plus HEAD's own resolved sha (possibly unborn)	root, _git() for-each-ref and rev-parse output	dict[str,str]|None
C-EFF-064	line	plugin/keel/effects.py:192-195	Parse each `for-each-ref` output line 'refname sha' into table[name]=sha when both fields present	for-each-ref line	table[name] = sha
C-EFF-065	line	plugin/keel/effects.py:196-197	Resolve HEAD via `git rev-parse --verify -q HEAD`; store stripped sha or '' if HEAD is unborn/unreachable	_git() rev-parse HEAD output	table['HEAD'] = sha or ''
C-EFF-066	function	plugin/keel/effects.py:201-207	Read /proc/<pid>/stat and split the fields AFTER the last ')' (comm may contain spaces/parens)	/proc/<pid>/stat file	list[str]|None
C-EFF-067	branch	plugin/keel/effects.py:204-205	Reading /proc/<pid>/stat raises OSError (pid gone/unreadable) -> return None	file read	returns None
C-EFF-068	function	plugin/keel/effects.py:210-231	One pass over /proc: pid -> (start_time, ppid, session_id) for every running, non-zombie process	/proc directory listing, per-pid stat fields	dict[int,(str,int,int)]|None
C-EFF-069	branch	plugin/keel/effects.py:220-221	/proc is not a directory (no procfs) -> return None	pathlib.Path('/proc').is_dir()	returns None
C-EFF-070	branch	plugin/keel/effects.py:224-225	Directory entry name is not all digits (not a pid dir) -> skip entry	entry.name	continue
C-EFF-071	branch	plugin/keel/effects.py:227-228	stat fields missing/short, or state field == 'Z' (zombie) -> skip this pid (zombie is not alive; reaped orphan not 'running')	fields[0], len(fields)	continue (pid excluded from table)
C-EFF-072	line	plugin/keel/effects.py:229-230	Store pid -> (start_time field, int(ppid field), int(session field) if digit else 0)	fields[_STARTTIME_AFTER_COMM], fields[1], fields[_SID_AFTER_COMM]	table[pid] = (start, ppid, sid)
C-EFF-073	function	plugin/keel/effects.py:234-244	For every pid in table, walk its ppid chain (capped at _ANCESTRY_CAP hops) and keep it if the chain reaches root	root pid, table of (start,ppid,sid)	dict[int,str] pid->start_time for descendants of root
C-EFF-074	branch	plugin/keel/effects.py:239-243	Walk cursor up via table[cursor][1] (or 1 if cursor unknown) until cursor==root (record kin) or cursor<=1 or hops>=_ANCESTRY_CAP (give up on this pid)	table ppid chain, _ANCESTRY_CAP	kin[pid]=start on success; pid omitted otherwise
C-EFF-075	function	plugin/keel/effects.py:247-256	Walk this process's own ppid chain via /proc, `hops` levels, nearest ancestor first	os.getpid(), /proc/<pid>/stat via _stat_fields	list[int] pid chain
C-EFF-076	branch	plugin/keel/effects.py:253-254	_stat_fields fails, or fields too short, or parent pid <= 1 (reached init) -> stop walking	fields, fields[1]	break (chain ends)
C-EFF-077	function	plugin/keel/effects.py:259-270	The hook's grandparent process (dispatch.sh under host is 2 levels up): the root of the session's process subtree	os.getpid() ancestry via _ancestry(2)	int pid, _ancestry(2)[-1]
C-EFF-078	function	plugin/keel/effects.py:273-276	This process and up to 7 ancestors: always alive at snapshot time, gone by construction at delta time, never the act's doing	_ancestry(7)	set[int] of pids to exclude from observation
C-EFF-079	function	plugin/keel/effects.py:279-297	Read /proc/net/snmp and return the cumulative TCP ActiveOpens counter for this host	/proc/net/snmp file	int|None
C-EFF-080	branch	plugin/keel/effects.py:287-288	Reading /proc/net/snmp raises OSError -> return None	file read	returns None
C-EFF-081	line	plugin/keel/effects.py:289-291	Scan lines for the one whose first token is 'Tcp:' and whose header row contains 'ActiveOpens'	lines, head tokens	index, values located
C-EFF-082	branch	plugin/keel/effects.py:293-296	Parsing values[head.index('ActiveOpens')] as int raises ValueError/IndexError -> return None	values row	returns None
C-EFF-083	line	plugin/keel/effects.py:297	No 'Tcp:' header line found in the file -> fall through, return None	lines scan exhausted	returns None
C-EFF-084	function	plugin/keel/effects.py:318-323	Decide whether pid belongs to this session: in the tracked tree, or (for lineage-less kernel threads) via a shared process session id	pid, sid, in_tree dict, sids_then set	bool
C-EFF-085	branch	plugin/keel/effects.py:319-320	pid is a key of in_tree (already known to descend from session_root) -> assigned=True	pid, in_tree	returns True
C-EFF-086	branch	plugin/keel/effects.py:321-322	sid is 0 (kernel thread, session 0 carries no lineage) -> assigned=False	sid	returns False
C-EFF-087	branch	plugin/keel/effects.py:323	Otherwise assigned iff sid was one of the session's process-session ids before the act	sid, sids_then	returns sid in sids_then
C-EFF-088	function	plugin/keel/effects.py:326-330	Decide whether the net-open counter's movement is assignable to the act (vs ambient host chatter in the idle gap)	before dict (net, net_ambient), now:int|None	bool|None
C-EFF-089	branch	plugin/keel/effects.py:328-329	before['net_ambient'] is truthy, or the before/now counter value is None -> not assignable, NOT-EVALUABLE	before.get('net'), before.get('net_ambient'), now	returns None
C-EFF-090	branch	plugin/keel/effects.py:330	Otherwise assigned iff the counter increased across the act	then, now	returns now > then
C-EFF-091	function	plugin/keel/effects.py:335-337	Derive this session+agent's private state subdirectory path from a truncated sha256 of 'session\x00agent'	state dir, session, agent	pathlib.Path state/effects-<16-hex>
C-EFF-092	function	plugin/keel/effects.py:340-347	Path of the pre-act snapshot file for one act, keyed by tool_use_id when the host supplies one (else a single shared before.json)	slot, act id (tool_use_id)	pathlib.Path
C-EFF-093	branch	plugin/keel/effects.py:345-346	act is a non-empty id -> key the snapshot file by sha256(act)[:16] so concurrent acts don't share a slot (DL-06)	act string	returns slot/before-<hash>.json
C-EFF-094	branch	plugin/keel/effects.py:347	act is falsy -> fall back to the single shared slot/before.json	(no act)	returns slot/before.json
C-EFF-095	function	plugin/keel/effects.py:350-354	List top-level gitignored entries by name via `git ls-files -o -i --exclude-standard --directory`, sorted	root, _git() output	list[str]|None
C-EFF-096	function	plugin/keel/effects.py:357-362	Count HEAD's reflog entries via `git rev-list -g --count HEAD`	root, _git() output	int|None
C-EFF-097	branch	plugin/keel/effects.py:361-362	Parsing the count as int raises ValueError -> return None	out.strip()	returns None
C-EFF-098	function	plugin/keel/effects.py:365-419	Record the world before an act (or at session start when opens_act=False): worktree tree, refs, ignored list, reflog count, process table, network counter; write before.json (if opens_act) and observed.json always	state,session,agent,cwd,opens_act,act	dict snap; writes before-*.json and observed.json
C-EFF-099	branch	plugin/keel/effects.py:376	cwd is a directory -> root=_repo_root(cwd); else root=None (no repo probe on a missing cwd)	os.path.isdir(cwd)	root: str|None
C-EFF-100	branch	plugin/keel/effects.py:378-386	root exists AND remote not yet measured this session AND REMOTE_RETRY_S elapsed since last try -> measure remote now (before this act's net counter is read) and remember measured/tried/net_after	memory, time.time(), REMOTE_RETRY_S, observe_remote()	memory['remote_measured'], memory['remote_tried'], memory['net_after'] updated; remote.json possibly written
C-EFF-101	line	plugin/keel/effects.py:387-388	Read the current net_active_opens() counter, and the remembered net_after from the last measurement	net_active_opens(), memory	net_now, net_after
C-EFF-102	line	plugin/keel/effects.py:392-393	net_ambient = the counter moved since the last recorded net_after even though (as far as this call knows) no act of this session ran in between	net_now, net_after	snap['net_ambient']: bool
C-EFF-103	branch	plugin/keel/effects.py:394-398	root is set -> populate snap['tree'/'refs'/'ignored'/'reflog'] via worktree_tree/refs/_ignored/_reflog_count	root, slot/index	snap fields set from repo probes
C-EFF-104	branch	plugin/keel/effects.py:399-400	root is None but cwd is a directory -> populate snap['walk'] via walk_tree(cwd) (non-repo fallback)	cwd	snap['walk'] set
C-EFF-105	branch	plugin/keel/effects.py:401-405	proc_table() succeeded -> compute own chain, descendants of session_root (kin), and snap['pids'] = kin excluding this process's own ancestry chain	proc_table(), _own_chain(), under()	snap['pids'] dict
C-EFF-106	loop	plugin/keel/effects.py:409-411	For each previously-remembered spawned pid whose start time in the fresh table still matches, re-add it to snap['pids'] (an orphaned/reparented daemon worker stays this session's)	memory['spawned'], table	snap['pids'][pid]=start for still-alive remembered workers
C-EFF-107	line	plugin/keel/effects.py:412-414	snap['sids'] = sorted set of process-session ids among kin plus session_root's own session id (0 dropped)	table, kin, session_root	snap['sids']: list[int]
C-EFF-108	line	plugin/keel/effects.py:415	snap['alive'] = sorted list of every pid currently in /proc (when table is available)	table keys	snap['alive']: list[int]
C-EFF-109	branch	plugin/keel/effects.py:416-417	opens_act is True -> write this snapshot as the pre-act image for this (session,agent,act)	snap, _before_path()	writes before-*.json
C-EFF-110	line	plugin/keel/effects.py:418	Always write the operator-facing observed.json from this snapshot	state, root, snap	calls write_observed()
C-EFF-111	function	plugin/keel/effects.py:422-424	Session-start measurement: call snapshot() with opens_act=False so nothing is left as a pre-act image for a later delta to consume	state,session,agent,cwd	None; writes observed.json (and remote.json opportunistically) with no before-*.json
C-EFF-112	function	plugin/keel/effects.py:427-432	Load this slot's persisted session memory (session.json), or a fresh default	slot/session.json	dict
C-EFF-113	branch	plugin/keel/effects.py:429-432	File missing or invalid JSON (OSError/ValueError) -> return default {'spawns':0,'net_out':False}	session.json read	returns default dict
C-EFF-114	function	plugin/keel/effects.py:435-439	Persist the session memory dict back to slot/session.json	memory dict, slot	writes session.json
C-EFF-115	branch	plugin/keel/effects.py:438-439	Write fails with OSError -> silently ignored (best-effort persistence)	filesystem write	no exception propagated
C-EFF-116	function	plugin/keel/effects.py:445-466	Diff two worktree tree shas via `git diff-tree -r --raw --no-renames` into (changed paths, removed paths)	root, before sha, after sha	(list|None, list|None)
C-EFF-117	branch	plugin/keel/effects.py:446-447	before or after tree sha is missing/empty -> (None,None) NOT-EVALUABLE	before, after	returns (None,None)
C-EFF-118	branch	plugin/keel/effects.py:448-449	before == after (no tree change) -> ([],[])	before,after equality	returns ([],[])
C-EFF-119	branch	plugin/keel/effects.py:450-452	`git diff-tree` call itself returns None (git failed) -> (None,None)	_git() diff-tree output	returns (None,None)
C-EFF-120	branch	plugin/keel/effects.py:462-463	Status is 'D' (deleted), or status in M/T and the after-blob is EMPTY_BLOB while the before-blob was not (K17: emptied file = content gone) -> path counted as removed	fields[status,was,now]	removed.append(path)
C-EFF-121	branch	plugin/keel/effects.py:464-465	Status in M/T/A and not caught by the emptied case above -> path counted as changed	fields[status]	changed.append(path)
C-EFF-122	function	plugin/keel/effects.py:469-476	Diff two path->(size,mtime_ns) walk snapshots into (changed, removed) when neither snapshot is None	before dict, after dict	(list|None, list|None)
C-EFF-123	branch	plugin/keel/effects.py:470-471	before is None or after is None -> (None,None) NOT-EVALUABLE	before, after	returns (None,None)
C-EFF-124	line	plugin/keel/effects.py:472	emptied = paths present in both whose after-size is 0 and before-size was not 0 (treated as removed, not changed)	before/after (size,mtime) tuples	emptied: set[str]
C-EFF-125	line	plugin/keel/effects.py:473-474	changed = sorted paths in after not in emptied whose signature differs from before or that are new	after, before, emptied	changed: list[str]
C-EFF-126	line	plugin/keel/effects.py:475	removed = sorted union of paths present before but absent after, plus emptied	before keys, after keys, emptied	removed: list[str]
C-EFF-127	function	plugin/keel/effects.py:479-494	Classify the act's stdout text (and the command that produced it) into the report-datum booleans	stdout, command	dict[str,bool] of report_* keys
C-EFF-128	line	plugin/keel/effects.py:480-482	text = stdout if it's a str else ''; stripped = text.strip(); operands = command.split() if command is a str else []	tool_response.stdout, tool_input.command	text, stripped, operands
C-EFF-129	line	plugin/keel/effects.py:483	reads_structured = any operand ends with .json/.yaml/.yml/.toml (the act's command targets a structured file)	operands	reads_structured: bool
C-EFF-130	line	plugin/keel/effects.py:484	passed = REPORT_PASS matches text AND REPORT_FAIL does not (a pass claim is voided by a co-occurring failure claim)	text, REPORT_PASS, REPORT_FAIL	passed: bool
C-EFF-131	branch	plugin/keel/effects.py:486	report_null = output is exactly 'null', or output is empty while the command read a structured file	stripped, reads_structured	EFFECTS['report_null'] value
C-EFF-132	branch	plugin/keel/effects.py:487	report_pass = passed	passed	EFFECTS['report_pass'] value
C-EFF-133	branch	plugin/keel/effects.py:488	report_clean = REPORT_CLEAN matches text AND REPORT_FAIL does not	text, REPORT_CLEAN, REPORT_FAIL	EFFECTS['report_clean'] value
C-EFF-134	branch	plugin/keel/effects.py:489	report_fail = REPORT_FAIL matches text	text, REPORT_FAIL	EFFECTS['report_fail'] value
C-EFF-135	branch	plugin/keel/effects.py:490	report_nowarn = passed AND WARNING_LINE does not match text	passed, text, WARNING_LINE	EFFECTS['report_nowarn'] value
C-EFF-136	branch	plugin/keel/effects.py:491	report_signature = REPORT_SIGNATURE matches text	text, REPORT_SIGNATURE	EFFECTS['report_signature'] value
C-EFF-137	branch	plugin/keel/effects.py:492	report_structured = _is_structured(stripped)	stripped	EFFECTS['report_structured'] value
C-EFF-138	branch	plugin/keel/effects.py:493	report_self = _lists_itself(text, command)	text, command	EFFECTS['report_self'] value
C-EFF-139	function	plugin/keel/effects.py:497-503	Whether stripped stdout parses as JSON and is not the JSON null value	stripped text	bool
C-EFF-140	branch	plugin/keel/effects.py:498-499	"stripped is empty, or its first char is not one of the JSON-value-start chars ([{""0-9-tf) -> not structured, return False without attempting a parse"	stripped[0]	returns False
C-EFF-141	branch	plugin/keel/effects.py:500-503	json.loads(stripped) raises ValueError -> return False; else return whether the parsed value is not None	stripped	returns bool
C-EFF-142	function	plugin/keel/effects.py:506-535	Split a command string into segments on control operators (| ; & newline) OUTSIDE quoted spans, so a quoted mention of an operator is not itself a split point (MATH-10)	command string	list[str] segments
C-EFF-143	branch	plugin/keel/effects.py:513-516	Inside an open quote and current char equals the quote char -> append it and close the quote	quote state, ch	quote=None, buf appended
C-EFF-144	branch	plugin/keel/effects.py:517-519	Inside an open double-quote and current char is a backslash with a following char -> treat as an escaped char within the quote, consume both	quote, ch, next char	buf appended with escaped pair, i advanced
C-EFF-145	branch	plugin/keel/effects.py:513-522	Inside a quote (other than the two cases above) -> just append the char; outside a quote and char is a quote char -> open a new quoted span	quote state, ch	buf appended / quote opened
C-EFF-146	branch	plugin/keel/effects.py:523-525	Outside a quote and char is a backslash with a following char -> append both chars as one escaped unit, skip ahead	ch, next char	buf appended, i advanced
C-EFF-147	branch	plugin/keel/effects.py:526-529	Outside a quote and char is one of | ; & newline (control operator) -> flush the current buffer as a completed segment and start a new one	ch, buf	segs.append(''.join(buf)); buf=[]
C-EFF-148	branch	plugin/keel/effects.py:530-531	Outside a quote, none of the above (ordinary char) -> append to buffer	ch	buf appended
C-EFF-149	line	plugin/keel/effects.py:533-534	After the scan, flush any remaining buffered text as a final segment	buf	segs.append(''.join(buf))
C-EFF-150	function	plugin/keel/effects.py:538-552	Whether the act's output contains a whole, >=3-char segment of its own command text (stated limit: compared as literal text, so shell-expanded parts like $$ are missed)	text, command	bool
C-EFF-151	branch	plugin/keel/effects.py:546-547	command is not a str, or text is empty -> return False (nothing to compare)	command, text	returns False
C-EFF-152	branch	plugin/keel/effects.py:548-551	Some stripped segment of the command (from _segments) has length >=3 and appears verbatim in text -> return True	_segments(command), text	returns True
C-EFF-153	line	plugin/keel/effects.py:552	No segment matched -> return False	(loop exhausted)	returns False
C-EFF-154	function	plugin/keel/effects.py:558-609	The guard-side effects: whether a quiet act's printed output is corroborated by the pre-act world snapshot (refs, worktree paths, live pids)	text, before snapshot dict, root, quiet(bool 'still'), listed_self	dict with report_ref/report_paths/report_pids/named_paths/named_pids(/report_listing)
C-EFF-155	line	plugin/keel/effects.py:561	tokens = set of all _TOKEN matches in the act's output text	text	tokens: set[str]
C-EFF-156	line	plugin/keel/effects.py:562-563	Initialize out with report_ref/report_paths/report_pids/named_paths/named_pids all defaulted to None (NOT-EVALUABLE until a branch below sets them)	(literal)	out dict defaults
C-EFF-157	branch	plugin/keel/effects.py:564-571	before['refs'] is not None -> report_ref = quiet AND some token equals a branch/remote-tracking short name, or is an ABBREV_FLOOR+ hex string that prefixes some ref's sha	refs_then, tokens, ABBREV_FLOOR	out['report_ref']
C-EFF-158	branch	plugin/keel/effects.py:572-575	root is set and before['tree'] is set -> list every path in that tree via `git ls-tree -r --name-only`	root, before['tree']	paths: list[str]|None
C-EFF-159	branch	plugin/keel/effects.py:576-577	(elif) before['walk'] is not None -> paths = list of that walk snapshot's keys	before['walk']	paths: list[str]
C-EFF-160	line	plugin/keel/effects.py:579-587	For every listed path, register the full path, its basename, and every ancestor-prefix directory into `held` (unused further in this function beyond being computed)	paths	held: set[str]
C-EFF-161	line	plugin/keel/effects.py:588-599	For every output token (minus leading './' and trailing '/'), match it against each known path by exact equality, path suffix ('/'+t), basename equality, or as a directory prefix (t+'/'); keep matches in `named` (AG-10: only a keyed match pays)	tokens, paths	named: set[str]
C-EFF-162	branch	plugin/keel/effects.py:600	named_paths = sorted(named) when quiet, else [] (the guard datum is only paid on a quiet/still act)	quiet, named	out['named_paths']
C-EFF-163	branch	plugin/keel/effects.py:601	report_paths = quiet AND named is non-empty	quiet, named	out['report_paths']
C-EFF-164	branch	plugin/keel/effects.py:602-608	before['alive'] is not None -> claimed = output tokens that are digit strings naming a pid alive at the snapshot; named_pids=sorted(claimed); report_pids = len(claimed)>=LISTING_FLOOR; report_listing = report_pids AND NOT listed_self	alive, tokens, LISTING_FLOOR, listed_self	out['named_pids'], out['report_pids'], out['report_listing']
