math_id	code_id	relation	evidence	auditor	verdict	signoff
M-LAW-068	C-DSP-036	instance	_keyed_reason base reason: states clause id and deny_reason, the textual form of an unpaid guard obligation			
M-LAW-068	C-DSP-037	instance	_keyed_reason effect-keyed branch: instructs the guard to name the exact datum subject -- realizes 'a discharge records what the guard act did'			
M-LAW-068	C-DSP-038	near	_keyed_reason unkeyable dict-subject branch: bare reason with no operand named -- an extra degenerate case (no operand could be extracted) not distinguished in the discharge law's statement			
M-LAW-068	C-DSP-039	instance	_keyed_reason keyed dict-subject branch: instructs the guard to name the same operand, the keyed discharge case			
M-LAW-067	C-DSP-040	instance	_keyed_reason session-wide branch: states the guard discharges once per session -- realizes the licence-scoped-to-session law			
-	C-DSP-041	none	_construction malformed anchor -> empty footnote: cosmetic prose helper, not a math element			
-	C-DSP-042	none	_construction well-formed anchor -> pointer sentence: cosmetic prose helper, not a math element			
-	C-DSP-043	none	_block wire builder: host wire-protocol carriage (Stop/SubagentStop block shape), not a math element			
-	C-DSP-044	none	_context wire builder: host wire-protocol carriage (additionalContext shape), not a math element			
-	C-DSP-045	none	_open_not_evaluable wire: loud fail-open systemMessage carriage, not a math element			
-	C-DSP-046	none	_closed_not_evaluable PreToolUse->deny: routes an undecidable PreToolUse to a deny wire; the FAIL DIRECTION doctrine is dispatcher design, not a stated math element			
-	C-DSP-047	none	_closed_not_evaluable Stop/SubagentStop->block: same fail-direction routing, not a math element			
-	C-DSP-048	none	_closed_not_evaluable other event->None: same fail-direction routing, not a math element			
-	C-DSP-049	none	_effect_record no-op for pre-recorded corpus event: carriage bookkeeping, not a math element			
M-COV-024	C-DSP-050	instance	_effect_record before-snapshot: takes the pre-act world snapshot that a later effect datum d is computed against			
M-LAW-061	C-DSP-051	instance	_effect_record after-delta: computes the effect datum from the world delta since the snapshot -- the effect E reads what happened, not the command			
M-LAW-055	C-DSP-052	instance	_effect_record Read-tool branch: observes Keel's own artifact (observed.json) via effects.read_delta, exactly EFFECTS[observed_read]			
M-LAW-056	C-DSP-053	instance	_effect_record stop branch: observes remote state at session end via effects.at_stop, exactly EFFECTS[remote_read]/the stop-time measurement			
-	C-DSP-054	none	_effect_record observation-raised branch: records every EFFECTS key as None plus a not_evaluable exception name -- a fault-degradation path with no counterpart in the EFFECTS statements or Coverings.v			
M-COV-042	C-DSP-055	instance	_open_effect_denial no-open-demands: with nothing open, backward holds vacuously and there is nothing to enforce			
M-LAW-070	C-DSP-056	instance	_open_effect_denial reads the leading keel-guard commitment marker, the mechanism the law names for passing a Bash guard call			
M-COV-042	C-DSP-057	near	_open_effect_denial skips terminal (Stop/SubagentStop) clauses, deferring their debt to reconcile -- an extra scope carve-out not present in the general backward statement over one event stream			
M-LAW-070	C-DSP-058	instance	_open_effect_denial committed-set branch: a clause id named by the leading marker counts as progress toward its debt			
M-COV-042	C-DSP-059	instance	_open_effect_denial discharge-matching branch: this event pays the open demand it names, the guard/isX side that prevents the violation			
M-COV-040	C-DSP-060	instance	_open_effect_denial owed.append: an unpaid open demand persists as debt carried into the next act, exactly violates_later's undischarged obligation			
M-COV-042	C-DSP-061	instance	_open_effect_denial pass when nothing owed or progress made: backward holds, no denial			
M-COV-041	C-DSP-062	near	_open_effect_denial host-read/non-act exemption: HOST_READS/NON_ACTS are carved out of being a refusable 'next act' -- a domain restriction on isX not present in the abstract backward definition over all Events			
M-LAW-078	C-DSP-063	equal	_open_effect_denial deny branch: refuses the next act while a demand is open and unpaid -- exactly Theorem 8a's ordering enforced backward, rejecting the violates trace			
M-COV-041	C-DSP-064	near	HOST_READS constant: the concrete set of tools excluded from being an 'act' (isX) -- a stated implementation domain not in backward's abstract Event type			
M-COV-041	C-DSP-065	near	NON_ACTS constant: likewise a concrete exclusion from isX, domain-narrowing not in the abstract definition			
-	C-DSP-066	none	COMMIT_HINT constant: cosmetic suffix text describing the commitment mechanism, not a math element			
-	C-DSP-067	none	_applies event-mismatch branch: clause-to-event routing, an implementation filter with no counterpart math element			
-	C-DSP-068	none	_applies tool-match branch: clause-to-tool routing, an implementation filter with no counterpart math element			
-	C-DSP-069	none	pre_tool_use reads the Bash command for a possible allow marker: setup step for the keel-allow exemption, no math (owner row, see C-DSP-010)			
-	C-DSP-070	none	pre_tool_use parses allow marker only for string commands: mechanical type guard, no math			
-	C-DSP-071	none	pre_tool_use gyroscope-allow exemption+rename notice: the keel-allow exemption mechanism, no math (owner row)			
-	C-DSP-072	none	pre_tool_use keel-allow exemption, no clauses evaluated: the keel-allow exemption mechanism itself, no math (owner row)			
M-LAW-067	C-DSP-073	instance	pre_tool_use calls _watch_standing on every event: keeps the standing/licence state current, realizing licence-scoped-to-session tracking			
M-LAW-078	C-DSP-074	instance	pre_tool_use: an unpaid prior open-effect demand denies this call before any clause evaluated -- the call site of Theorem 8a's backward enforcement			
M-COV-024	C-DSP-075	instance	pre_tool_use snapshots the world before the act -- sets up the effect datum for the coming delta			
M-LAW-068	C-DSP-076	instance	pre_tool_use pays a non-terminal clause's guard when this event discharges it, open-only for effect-side clauses -- discharge realized in the pre-act path			
-	C-DSP-077	none	pre_tool_use: clause does not apply to this event/tool, skipped -- routing filter, no math element			
M-LAW-058	C-DSP-078	instance	pre_tool_use: a matching clause derives its demand id and records a denial unless already licensed -- an 'always'/pre-act occasion firing exactly at the pre-act boundary Theorem 3 describes			
-	C-DSP-079	none	pre_tool_use: any exception evaluating one clause is swallowed, isolating it from the other 25 -- robustness/carriage, not a math element			
M-LAW-058	C-DSP-080	equal	pre_tool_use: progress on any clause drops 'always'-kind denials -- exactly Theorem 3's statement that before the act the name is the only distinguishing thing, so an 'always' occasion is the pre-act boundary a guard call passes through			
M-COV-042	C-DSP-081	instance	pre_tool_use: no denials remain, call allowed -- backward holds, no violation			
M-COV-039	C-DSP-082	instance	pre_tool_use: each surviving denial raises its demand in the ledger -- the isL landmark event being recorded			
M-LAW-078	C-DSP-083	equal	pre_tool_use: call denied, all denial reasons joined -- Theorem 8a's backward enforcement refusing the act			
M-LAW-061	C-DSP-084	instance	post_tool_use computes the effect delta after the act -- the effect datum Theorem 8 separates acts by			
M-LAW-067	C-DSP-085	instance	post_tool_use watches terminal clauses' standing guards -- licence/standing tracking			
M-LAW-057	C-DSP-086	instance	post_tool_use captures which demands were open before this act -- bounds what this single act may discharge, matching the guard-side miss semantics (cheap, visible, self-correcting)			
M-LAW-068	C-DSP-087	instance	post_tool_use pays a non-terminal clause's guard, open-only and bounded to open_before for effect-side clauses -- discharge realized post-act			
-	C-DSP-088	none	post_tool_use: a pre-act clause's guard payment already done, skip occasion matching -- routing/bookkeeping, no math element			
-	C-DSP-089	none	post_tool_use: clause does not apply, skipped -- routing filter, no math element			
M-COV-039	C-DSP-090	instance	post_tool_use: an effect-side clause whose occasion matched raises a demand per named subject -- the isL landmark being generated from a world effect, per Theorem 8's effect covering			
-	C-DSP-091	none	post_tool_use: exception isolation across clauses -- robustness, no math element			
M-LAW-070	C-DSP-092	instance	post_tool_use reads the leading guard-commitment marker -- same commitment mechanism as the pre-act path			
M-LAW-070	C-DSP-093	instance	post_tool_use computes which committed clause ids are still open after this act -- checks the commitment against its effect			
M-LAW-070	C-DSP-094	near	post_tool_use: a broken commitment is journaled as a fault and reported to stderr -- an audit/reporting behavior beyond what the commitment law itself states			
-	C-DSP-095	none	post_tool_use never itself blocks the tool call -- a stated dispatcher design invariant, not a math element			
M-COV-046	C-DSP-096	instance	_watch_standing restricts to terminal clauses -- standing guards are the 'done i' steps tracked continuously across events			
M-COV-047	C-DSP-097	instance	_watch_standing: activation predicate matched, branch entered -- one step of the standing-obligation chain becoming 'done'			
-	C-DSP-098	none	_watch_standing: extracts and classifies the activation key -- mechanical dispatch, no math element			
M-LAW-057	C-DSP-099	instance	_watch_standing: keyed activation with no extractable key is skipped -- the occasion-side miss (no obligation raised), per the stated miss asymmetry			
M-COV-039	C-DSP-100	instance	_watch_standing: keyed activation raises its own per-key standing demand -- an isL landmark for a standing obligation			
M-COV-047	C-DSP-101	instance	_watch_standing: unkeyed activation demand-then-immediate-discharge nets to zero -- one occurred/paid step of the chain, recorded then closed			
-	C-DSP-102	none	_watch_standing: standing guard satisfied by this event, branch entered -- mechanical dispatch, no math element			
M-LAW-057	C-DSP-103	instance	_watch_standing: keyed guard with no extractable key is skipped -- the guard-side miss (fails to discharge), per the stated miss asymmetry			
M-COV-047	C-DSP-104	instance	_watch_standing discharges the standing demand -- the link step, done(i+1) implies done(i) once paid			
-	C-DSP-105	none	_watch_standing: exception isolation across clauses -- robustness, no math element			
-	C-DSP-106	none	STOP_ROUNDS=3: an implementation bound on refused endings before forced loud allow; the count itself is not stated by any math element (only that an ending is refused while rows are open)			
-	C-DSP-107	none	_pending_dir: filesystem path helper, carriage, no math element			
-	C-DSP-108	none	_pending_mark event-type filter: carriage bookkeeping, no math element			
-	C-DSP-109	none	_pending_mark writes an in-flight marker file: carriage bookkeeping for crash detection, no math element			
-	C-DSP-110	none	_pending_mark OSError swallowed: carriage robustness, no math element			
-	C-DSP-111	none	_pending_lost iterates marker files: carriage bookkeeping, no math element			
-	C-DSP-112	none	_pending_lost live-pid branch: carriage liveness check, no math element			
-	C-DSP-113	none	_pending_lost dead-pid branch: carriage liveness check, no math element			
-	C-DSP-114	none	_pending_lost formats a lost-line: carriage reporting, no math element			
-	C-DSP-115	none	_pending_lost unreadable marker still recorded: carriage robustness, no math element			
-	C-DSP-116	none	_pending_lost removes the dead marker file: carriage cleanup, no math element			
-	C-DSP-117	none	_pending_lost directory-level OSError swallowed: carriage robustness, no math element			
-	C-DSP-118	none	_pending_lost returns the list of lost-evaluation strings: carriage plumbing, no math element			
-	C-DSP-119	none	reconcile reads/reset the stop-round counter: an implementation bound (STOP_ROUNDS), no math element			
-	C-DSP-120	none	reconcile force-allows loudly after STOP_ROUNDS refusals: a stated implementation limit (DL-04) not present as a math element in this ledger			
M-LAW-056	C-DSP-121	instance	reconcile observes remote/world state at session end -- EFFECTS[remote_read]/the stop-time measurement			
M-COV-047	C-DSP-122	instance	reconcile watches terminal clauses' standing guards -- keeps the chain of standing obligations current at the ending			
-	C-DSP-123	none	reconcile: ledger read failure fails closed with a block -- an implementation robustness choice, no counterpart math element			
M-COV-048	C-DSP-124	near	reconcile enforces a clause at its declared event, with Stop/SubagentStop cross-applying between the two terminal events -- widens the chain's scope across two event names, an extra case beyond the abstract done/link definition			
-	C-DSP-125	none	reconcile: a keyed activation's rows already covered by open_demands need no synthetic row -- deduplication bookkeeping, no math element			
M-LAW-057	C-DSP-126	instance	reconcile: a clause whose activation occasion never happened is not an unmet obligation -- occasion-side miss raises no obligation, per the stated miss asymmetry			
M-COV-042	C-DSP-127	instance	reconcile: an unlicensed standing demand is added to the undischarged list -- an open row counted toward the ending being refused			
-	C-DSP-128	none	reconcile finds this session's dead-hook markers -- carriage bookkeeping for the hook-killed detector, no math element			
M-COV-042	C-DSP-129	near	reconcile: a lost hook evaluation becomes a synthetic undischarged row -- extends 'open row' to include an unchecked act, a source of debt not present in Coverings.v's abstract chain			
M-COV-042	C-DSP-130	instance	reconcile combines ledger open rows with synthetic undischarged rows -- the full set of open obligations at the ending			
-	C-DSP-131	none	reconcile updates the stop-round counter -- an implementation bound, no math element			
M-COV-042	C-DSP-132	instance	reconcile: nothing left open, ending allowed -- backward holds, no violation			
M-LAW-078	C-DSP-133	equal	reconcile: ending blocked, every open row named -- exactly the 'ending refused while rows are open' half of Theorem 8a's chain enforcement			
M-LAW-069	C-DSP-134	instance	session_start observes worktree/remote before the first act -- exactly 'the first guards are observations of Keel's own measurement,' the read this that A01/A02/A03 are paid by			
-	C-DSP-135	none	session_start compacts the ledger: carriage housekeeping, no math element			
-	C-DSP-136	none	session_start builds the human-readable clause listing: carriage/UX, no math element			
-	C-DSP-137	none	session_start checks for a stranded legacy state directory: carriage migration concern, no math element			
-	C-DSP-138	none	session_start stranded-store notice: carriage/UX text, no math element			
-	C-DSP-139	none	session_start builds the additionalContext wire: carriage wire-format, no math element			
-	C-DSP-140	none	session_start surfaces the notice as systemMessage too: carriage/UX, no math element			
-	C-DSP-141	none	session_start returns the context wire: carriage, no math element			
-	C-DSP-142	none	session_start: any exception fails open silently: a stated fail-open design choice for this event, not itself a math element			
-	C-DSP-143	none	_preserve_list reads the vendored compaction.json preserve list: carriage feature, no math element			
-	C-DSP-144	none	_BARE_COMPACT regex matches a bare /compact prompt: carriage feature, no math element			
-	C-DSP-145	none	user_prompt_submit: not a bare /compact, says nothing: carriage feature, no math element			
-	C-DSP-146	none	user_prompt_submit: bare /compact supplies the preserve list: carriage feature, no math element			
-	C-DSP-147	none	user_prompt_submit: preserve list unreadable must not eat the prompt: carriage robustness, no math element			
-	C-DSP-148	none	pre_compact: not an automatic trigger, says nothing: carriage feature, no math element			
-	C-DSP-149	none	pre_compact: automatic compaction notice: carriage feature, no math element			
M-LAW-014	C-DSP-150	near	HANDLERS['PreToolUse']: one of the eight dispatcher-routed events; a clause may enforce here (in the five CLAUSE-EVENT-UNKNOWN allows)			
M-LAW-014	C-DSP-151	near	HANDLERS['UserPromptSubmit']: one of the eight dispatcher-routed events but NOT one of the five a clause's event may declare -- wider than CLAUSE-EVENT-UNKNOWN's domain			
M-LAW-014	C-DSP-152	near	HANDLERS['PreCompact']: one of the eight dispatcher-routed events, outside the five clause-enforceable events -- wider than CLAUSE-EVENT-UNKNOWN's domain			
M-LAW-014	C-DSP-153	near	HANDLERS['PostToolUse']: one of the eight dispatcher-routed events, within the five clause-enforceable events			
M-LAW-014	C-DSP-154	near	HANDLERS['Stop']: one of the eight dispatcher-routed events, within the five clause-enforceable events			
M-LAW-014	C-DSP-155	near	HANDLERS['SubagentStop']: one of the eight dispatcher-routed events, within the five clause-enforceable events			
M-LAW-014	C-DSP-156	near	HANDLERS['SessionStart']: one of the eight dispatcher-routed events, outside the five clause-enforceable events -- wider than CLAUSE-EVENT-UNKNOWN's domain			
M-LAW-014	C-DSP-157	near	HANDLERS['SubagentStart']: one of the eight dispatcher-routed events, outside the five clause-enforceable events -- wider than CLAUSE-EVENT-UNKNOWN's domain			
-	C-DSP-158	none	_record reads the event's hook name and wire output: carriage for the audit journal, no math element			
-	C-DSP-159	none	_record journals a PreToolUse deny with clause id/subject parsed from the reason: carriage audit trail, no math element			
-	C-DSP-160	none	_record journals a Stop/SubagentStop block with obligation count/clause ids parsed from the reason: carriage audit trail, no math element			
-	C-DSP-161	none	_record journals an empty terminal answer as a clean reconciliation: carriage audit trail, no math element			
-	C-DSP-162	none	_record: any exception while recording is swallowed: carriage robustness, no math element			
-	C-DSP-163	none	_KEYED_ON_RX regex for parsing rendered reason text: carriage text-parsing, no math element			
-	C-DSP-164	none	_subject_of scans for the last keyed-on match: carriage text-parsing, no math element			
-	C-DSP-165	none	_subject_of: no keyed-on sentence, session-wide: carriage text-parsing, no math element			
-	C-DSP-166	none	_subject_of returns the named operand group: carriage text-parsing, no math element			
-	C-DSP-167	none	_stated_count splits the block reason into leading words: carriage text-parsing, no math element			
-	C-DSP-168	none	_stated_count parses the first digit-bearing word as the count: carriage text-parsing, no math element			
-	C-DSP-169	none	_stated_count: no parseable count found: carriage text-parsing, no math element			
-	C-DSP-170	none	_bracketed_ids extracts [CLAUSE-ID] tokens: carriage text-parsing, no math element			
-	C-DSP-171	none	main reads/repairs stdin as UTF-8: host-shim carriage, no math element			
-	C-DSP-172	none	main: empty stdin raises as an unreadable envelope: carriage input validation, no math element			
-	C-DSP-173	none	main parses raw text as JSON: carriage, no math element			
-	C-DSP-174	none	main rejects non-object JSON: carriage input validation, no math element			
-	C-DSP-175	none	main scrubs lone-surrogate escapes: carriage/host-shim repair, no math element			
-	C-DSP-176	none	main: any envelope failure fails OPEN loudly: a stated fail-open design choice, not itself a math element			
-	C-DSP-177	none	main journals a repaired/escaped payload as evaluated-on-repair, not a fault: carriage audit-accounting, no math element			
-	C-DSP-178	none	main resets the per-process probe cache: carriage cache-hygiene, no math element			
-	C-DSP-179	none	main loads the default clause table: carriage bootstrap, no math element			
-	C-DSP-180	none	main journals session start with clause count: carriage audit trail, no math element			
-	C-DSP-181	none	main: zero clauses loaded is made loud: carriage robustness/safety, no math element			
-	C-DSP-182	none	main: zero clauses at a terminal event prints a block directly, bypassing HANDLERS: carriage robustness/safety, no math element			
M-LAW-014	C-DSP-183	near	main looks up the handler for this event's hook name -- routes among the eight dispatcher events, wider than the five clause-enforceable events			
M-LAW-014	C-DSP-184	near	main: unknown event name evaluates and pays nothing, loud NOT-EVALUABLE with no wildcard fallback -- an event outside even the eight named handlers, so outside CLAUSE-EVENT-UNKNOWN's domain entirely			
-	C-DSP-185	none	main opens the ledger for this process: carriage bootstrap, no math element			
-	C-DSP-186	none	main leaves an in-flight pending marker before evaluating: carriage crash-detection bookkeeping, no math element			
-	C-DSP-187	none	main dispatches to the matched handler, always removing the pending marker: carriage control flow, no math element			
-	C-DSP-188	none	main: any exception during load/dispatch falls back to the event's closed wire or loud open-fail: a stated fail-direction design choice, not itself a math element			
-	C-DSP-189	none	main serializes the decision to JSON: carriage, no math element			
-	C-DSP-190	none	main: undecodable decision falls back to the closed wire or loud open-fail: carriage robustness, no math element			
-	C-DSP-191	none	main writes the persisted trace of the event's outcome: carriage audit trail, no math element			
-	C-DSP-192	none	main prints the encoded decision and exits 0: carriage, exit-code design (EXIT 2 IS NOT USED) not itself a math element			
