math_id	code_id	relation	evidence	auditor	verdict	signoff
M-CLS-015	C-CLS-124	equal	C08.discharged_by kind=effect effect=report_fail matches SIDE C08..._discharged_by: class=effect closure=world effects=report_fail exactly.
M-CLS-071	C-CLS-124	instance	Instantiates EffectSide constructor C08_check_can_fail_discharged_by.
M-LAW-004	C-CLS-125	instance	The key_from on discharged_by is the same validated shape as C-CLS-123, on the guard side.
-	C-CLS-126	none	C08.subject is a bare session_id field. Carriage.
M-CLS-016	C-CLS-127	equal	C09.fingerprint kind=effect effect=report_self matches SIDE C09-checker-excludes-self_fingerprint exactly.
M-CLS-072	C-CLS-127	instance	Instantiates EffectSide constructor C09_checker_excludes_self_fingerprint.
M-LAW-048	C-CLS-127	instance	report_self is the one effect stated (not proven) name-agnostic since its datum is read from the command text, not the world -- Theorem 8's proof does not cover this side.
M-CLS-017	C-CLS-128	equal	C09.discharged_by kind=effect effect=report_listing matches SIDE C09-checker-excludes-self_discharged_by exactly.
M-CLS-073	C-CLS-128	instance	Instantiates EffectSide constructor C09_checker_excludes_self_discharged_by.
-	C-CLS-129	none	C09.subject is a bare session_id field. Carriage.
M-CLS-018	C-CLS-130	equal	D01.fingerprint regex tool_name=^(Agent|Task)$ matches SIDE D01_fingerprint: class=tool-enum closure=host exactly.
M-CLS-019	C-CLS-131	equal	D01.discharged_by regex tool_name=^(Read|Glob|Grep)$ matches SIDE D01_discharged_by exactly.
-	C-CLS-132	none	D01.subject is a bare session_id field. Carriage.
M-CLS-020	C-CLS-133	equal	P01.fingerprint regex tool_name=^ExitPlanMode$ matches SIDE P01_fingerprint exactly.
M-CLS-021	C-CLS-134	equal	P01.discharged_by regex tool_name=^(Read|Glob|Grep)$ matches SIDE P01_discharged_by exactly.
-	C-CLS-135	none	P01.subject is a bare session_id field. Carriage.
M-CLS-022	C-CLS-136	equal	P02.fingerprint regex tool_name=^ExitPlanMode$ matches SIDE P02_fingerprint exactly.
M-CLS-023	C-CLS-137	equal	P02.discharged_by regex tool_name=^AskUserQuestion$ matches SIDE P02_discharged_by exactly.
-	C-CLS-138	none	P02.subject is a bare session_id field. Carriage.
M-CLS-024	C-CLS-139	equal	T01.fingerprint kind=always matches SIDE T01_fingerprint exactly.
M-CLS-025	C-CLS-140	equal	T01.discharged_by kind=effect effect=observed_read matches SIDE T01_discharged_by exactly.
M-CLS-074	C-CLS-140	instance	Instantiates EffectSide constructor T01_discharged_by.
-	C-CLS-141	none	T01.subject is a bare session_id field. Carriage.
M-CLS-026	C-CLS-142	equal	T02.fingerprint kind=always matches SIDE T02_fingerprint exactly.
M-CLS-027	C-CLS-143	equal	T02.activated_by kind=effect effect=remote_ref_moved matches SIDE T02_activated_by exactly.
M-CLS-075	C-CLS-143	instance	Instantiates EffectSide constructor T02_activated_by.
M-CLS-028	C-CLS-144	equal	T02.discharged_by kind=effect effect=remote_landed matches SIDE T02_discharged_by exactly.
M-CLS-076	C-CLS-144	instance	Instantiates EffectSide constructor T02_discharged_by.
-	C-CLS-145	none	T02.subject is a bare session_id field. Carriage.
M-CLS-029	C-CLS-146	equal	U01.fingerprint kind=effect effect=pids_spawned matches SIDE U01_fingerprint exactly.
M-CLS-077	C-CLS-146	instance	Instantiates EffectSide constructor U01_fingerprint.
M-CLS-030	C-CLS-147	equal	U01.discharged_by kind=effect effect=report_pass matches SIDE U01_discharged_by exactly.
M-CLS-078	C-CLS-147	instance	Instantiates EffectSide constructor U01_discharged_by.
-	C-CLS-148	none	U01.subject is a bare session_id field, not keyed on the pids_spawned effect (CLAUSE-SUBJECT-UNKEYABLE-EFFECT does not require it to be). Carriage.
M-CLS-031	C-CLS-149	equal	U02.fingerprint kind=effect effect=pids_spawned_again matches SIDE U02_fingerprint exactly.
M-CLS-079	C-CLS-149	instance	Instantiates EffectSide constructor U02_fingerprint.
M-CLS-032	C-CLS-150	equal	U02.discharged_by kind=effect effect=report_after_change matches SIDE U02_discharged_by exactly.
M-CLS-080	C-CLS-150	instance	Instantiates EffectSide constructor U02_discharged_by.
M-LAW-007	C-CLS-151	near	U02.subject reads tool_input.command via a regex to extract the --target token; a subject extractor reading the raw command is exempt from CLAUSE-TEXT-COVERING (only fingerprint/activated_by/discharged_by are classified/refused), yet Theorem 1's mention-immunity argument applies equally here -- a demand keyed on this subject can be evaded by mentioning.
M-CLS-033	C-CLS-152	equal	U03.fingerprint kind=effect effect=pids_gone matches SIDE U03_fingerprint exactly.
M-CLS-081	C-CLS-152	instance	Instantiates EffectSide constructor U03_fingerprint.
M-CLS-034	C-CLS-153	equal	U03.discharged_by any_of{report_pids, observed_read} matches SIDE U03_discharged_by: effects=observed_read,report_pids exactly (single distinct branch class 'effect' keeps the side classified 'effect', not 'composed').
M-CLS-082	C-CLS-153	instance	Instantiates EffectSide constructor U03_discharged_by.
M-LAW-017	C-CLS-154	instance	U03.subject is keyed on effect=pids_gone, one of the KEYABLE_EFFECTS -- exactly what CLAUSE-SUBJECT-UNKEYABLE-EFFECT requires when a subject is effect-keyed.
M-CLS-035	C-CLS-155	equal	U06.fingerprint kind=effect effect=net_out matches SIDE U06_fingerprint exactly.
M-CLS-083	C-CLS-155	instance	Instantiates EffectSide constructor U06_fingerprint.
M-CLS-036	C-CLS-156	equal	U06.discharged_by kind=effect effect=net_read matches SIDE U06_discharged_by exactly.
M-CLS-084	C-CLS-156	instance	Instantiates EffectSide constructor U06_discharged_by.
-	C-CLS-157	none	U06.subject is a bare session_id field. Carriage.
M-CLS-037	C-CLS-158	equal	U08.fingerprint kind=effect effect=commit_signed matches SIDE U08_fingerprint exactly.
M-CLS-085	C-CLS-158	instance	Instantiates EffectSide constructor U08_fingerprint.
M-CLS-038	C-CLS-159	equal	U08.discharged_by kind=effect effect=report_signature matches SIDE U08_discharged_by exactly.
M-CLS-086	C-CLS-159	instance	Instantiates EffectSide constructor U08_discharged_by.
-	C-CLS-160	none	U08.subject is a bare session_id field. Carriage.
M-CLS-039	C-CLS-161	equal	U09.fingerprint kind=effect effect=head_switched matches SIDE U09_fingerprint exactly.
M-CLS-087	C-CLS-161	instance	Instantiates EffectSide constructor U09_fingerprint.
M-CLS-040	C-CLS-162	equal	U09.discharged_by any_of{report_ref, observed_read} matches SIDE U09_discharged_by: effects=observed_read,report_ref exactly.
M-CLS-088	C-CLS-162	instance	Instantiates EffectSide constructor U09_discharged_by.
-	C-CLS-163	none	U09.subject is a bare session_id field. Carriage.
M-CLS-041	C-CLS-164	equal	U10.fingerprint kind=effect effect=report_null matches SIDE U10_fingerprint exactly.
M-CLS-089	C-CLS-164	instance	Instantiates EffectSide constructor U10_fingerprint.
M-CLS-042	C-CLS-165	equal	U10.discharged_by any_of{effect report_structured, tool-enum Read} matches SIDE U10_discharged_by: class=composed closure=host exactly.
M-CLS-043	C-CLS-165	instance	Branch 0 (effect report_structured) matches BRANCH U10_discharged_by_branch0 exactly.
M-CLS-044	C-CLS-165	instance	Branch 1 (tool-enum Read) matches BRANCH U10_discharged_by_branch1 exactly.
M-CLS-090	C-CLS-165	instance	Branch 0 instantiates EffectSide constructor U10_discharged_by_branch0.
M-LAW-007	C-CLS-166	near	U10.subject reads tool_input.command (and file_path) via regex to capture a trailing .json path; same subject-extraction gap as C-CLS-151, though file_path is also a candidate source here, softening the mention-evasion risk.
M-CLS-045	C-CLS-167	equal	U12.fingerprint kind=effect effect=files_changed matches SIDE U12_fingerprint exactly.
M-CLS-091	C-CLS-167	instance	Instantiates EffectSide constructor U12_fingerprint.
M-CLS-046	C-CLS-168	equal	U12.discharged_by any_of{tool-enum Grep, tool-enum Read, effect report_paths} matches SIDE U12_discharged_by: class=composed closure=host exactly.
M-CLS-047	C-CLS-168	instance	Branch 0 (tool-enum Grep) matches BRANCH U12_discharged_by_branch0 exactly.
M-CLS-048	C-CLS-168	instance	Branch 1 (tool-enum Read) matches BRANCH U12_discharged_by_branch1 exactly.
M-CLS-049	C-CLS-168	instance	Branch 2 (effect report_paths) matches BRANCH U12_discharged_by_branch2 exactly.
M-CLS-092	C-CLS-168	instance	Branch 2 instantiates EffectSide constructor U12_discharged_by_branch2.
M-LAW-017	C-CLS-169	instance	U12.subject is keyed on effect=files_changed, one of the KEYABLE_EFFECTS.
M-CLS-050	C-CLS-170	equal	U13.fingerprint kind=effect effect=files_changed matches SIDE U13_fingerprint exactly.
M-CLS-093	C-CLS-170	instance	Instantiates EffectSide constructor U13_fingerprint.
M-CLS-051	C-CLS-171	equal	U13.discharged_by any_of{tool-enum Read, effect report_paths} matches SIDE U13_discharged_by: class=composed closure=host exactly.
M-CLS-052	C-CLS-171	instance	Branch 0 (tool-enum Read) matches BRANCH U13_discharged_by_branch0 exactly.
M-CLS-053	C-CLS-171	instance	Branch 1 (effect report_paths) matches BRANCH U13_discharged_by_branch1 exactly.
M-CLS-094	C-CLS-171	instance	Branch 1 instantiates EffectSide constructor U13_discharged_by_branch1.
M-LAW-017	C-CLS-172	instance	U13.subject is keyed on effect=files_changed, one of the KEYABLE_EFFECTS.
M-CLS-054	C-CLS-173	equal	U19.fingerprint kind=effect effect=files_changed matches SIDE U19_fingerprint exactly.
M-CLS-095	C-CLS-173	instance	Instantiates EffectSide constructor U19_fingerprint.
M-CLS-055	C-CLS-174	equal	U19.discharged_by any_of{tool-enum Grep, tool-enum Read, effect report_paths} matches SIDE U19_discharged_by: class=composed closure=host exactly.
M-CLS-056	C-CLS-174	instance	Branch 0 (tool-enum Grep) matches BRANCH U19_discharged_by_branch0 exactly.
M-CLS-057	C-CLS-174	instance	Branch 1 (tool-enum Read) matches BRANCH U19_discharged_by_branch1 exactly.
M-CLS-058	C-CLS-174	instance	Branch 2 (effect report_paths) matches BRANCH U19_discharged_by_branch2 exactly.
M-CLS-096	C-CLS-174	instance	Branch 2 instantiates EffectSide constructor U19_discharged_by_branch2.
M-LAW-017	C-CLS-175	instance	U19.subject is keyed on effect=files_changed, one of the KEYABLE_EFFECTS.
M-CLS-059	C-CLS-176	equal	U20.fingerprint any_of{files_removed, head_reset} matches SIDE U20_fingerprint: effects=files_removed,head_reset exactly (single distinct branch class keeps it classified 'effect').
M-CLS-097	C-CLS-176	instance	Instantiates EffectSide constructor U20_fingerprint.
M-CLS-060	C-CLS-177	equal	U20.discharged_by any_of{report_pass, report_fail} matches SIDE U20_discharged_by: effects=report_fail,report_pass exactly.
M-CLS-098	C-CLS-177	instance	Instantiates EffectSide constructor U20_discharged_by.
-	C-CLS-178	none	U20.subject is a bare session_id field. Carriage.
M-CLS-061	C-CLS-179	equal	U24.fingerprint kind=effect effect=net_out matches SIDE U24_fingerprint exactly.
M-CLS-099	C-CLS-179	instance	Instantiates EffectSide constructor U24_fingerprint.
M-CLS-062	C-CLS-180	equal	U24.discharged_by kind=effect effect=report_nowarn matches SIDE U24_discharged_by exactly.
M-CLS-100	C-CLS-180	instance	Instantiates EffectSide constructor U24_discharged_by.
-	C-CLS-181	none	U24.subject is a bare session_id field. Carriage.
