math_id	code_id	relation	evidence	auditor	verdict	signoff
-	C-CLS-016	none	AMENDED: not carriage the math is silent about by necessity. The loader LICENSES compositions -- 'composed' is in AGNOSTIC_CLASSES (clauses.py:432) and five shipped guard sides are composed -- so it relies on a theorem Coverings.v does not state: a disjunction of name-agnostic coverings is name-agnostic. ADD to proofs.	review	amend	
-	C-CLS-017	none	AMENDED: as C-CLS-016. all_of composes whole predicates and is licensed through the same 'composed' class with no theorem; the conjunction case is also where classify_side OVER-refuses (see C-CLS-037). ADD to proofs.	review	amend	
M-CLS-001	C-CLS-018	instance	AMENDED: not equal to M-CLS-001 -- this is the RUNTIME evaluation of an always side; the class assignment M-CLS-001 records is C-CLS-044. Note P=True is `textual` by Definition (M-COV-013, vacuously upward-closed) and non_vacuous, so Theorem 1 applies to it; it is harmless only because an occasion that fires on everything cannot be evaded by a mention. Coverings.v states nothing about a constant covering: ADD.	review	amend	
M-COV-024	C-CLS-019	instance	Resolves keel_effect.<effect>, i.e. evaluates the world-derived datum E(d) that Definition effect abstracts over.	review	confirm	
M-CLS-103	C-CLS-019	instance	AMENDED: Clauses.v's theorem is `forall s : EffectSide, ...` and its proof never uses s -- it is uniform in the side and grades nothing per side. Its constructor list also includes C09_checker_excludes_self_fingerprint, whose datum effects.py:62 says is read from the COMMAND TEXT, which Coverings.v:169-172 explicitly places OUTSIDE Theorem 8. The instance holds for world-derived effects only.	review	amend	
-	C-CLS-020	none	Missing predicate.on -> False is a generic field-access default, not a covering statement. Carriage.	review	confirm	
M-COV-021	C-CLS-021	none	REJECTED: kind=='tool' compares a host field (tool_name) to a constant; nominal_segs (M-COV-021) quantifies over a program LEADING A SEGMENT of scan output. Opposite class -- _own_class maps this same kind to 'tool-enum' (C-CLS-046). No Coverings.v element defines a closed-host-enum covering. NOT a REMOVE: it implements the tool-enum class every SIDE law names; ADD the theorem (a covering over the host tool enum is name-agnostic).	review	reject	
M-COV-031	C-CLS-022	near	AMENDED (REPLACE): `nonzero` is the ONLY code candidate for Definition positive (M-COV-031) and is not it. positive requires claimed c = Some d AND observed c = Some d -- two data compared; nonzero reads ONE field and tests int(value)!=0, with no claimed side, so Theorem 7's empty evasion set and Corollary no_claim_is_not_a_pass do not hold of it, yet _own_class labels it 'positive' and AGNOSTIC_CLASSES licenses it on either side. CODE should move: a positive side must name a claimed field and an observed field and compare them.	review	amend	
M-COV-013	C-CLS-023	near	AMENDED: kind=='regex' is evaluated on WHATEVER `on` names -- tool_name included, which is how every tool-enum side is implemented -- so its domain is strictly wider than Definition textual. It is a textual covering only when on==COMMAND_FIELD, and such a side is refused at admission (clauses.py:620-624), so on a shipped table this branch never evaluates a textual covering.	review	amend	
-	C-CLS-024	none	Unknown predicate kind -> False is a default-deny fallback; no math element states this case. Carriage.	review	confirm	
M-COV-013	C-CLS-025	near	AMENDED: the non-match case belongs to the regex kind over any field, not to Definition textual specifically; same domain widening as C-CLS-023.	review	amend	
M-COV-013	C-CLS-026	near	AMENDED: exact difference -- an `unless` carve-out DESTROYS the upward closure Definition textual demands (P c holds, infix c d, but an exclusion matching only d gives ~P d), so such a predicate is not textual in Coverings' sense; classify_side nevertheless labels it textual and refuses it. The refusal is right and conservative but has no theorem. STATEMENT should move: ADD a corollary for pattern-with-exclusion coverings.	review	amend	
M-COV-024	C-CLS-027	near	Adds an observability-uncertain outcome (effect present but recorded None) that the pure Definition effect (fun _ => E d) does not model.	review	confirm	
-	C-CLS-028	none	Cheap gate short-circuit before running a probe is a performance ordering, not a covering statement. Carriage.	review	confirm	
M-LAW-006	C-CLS-029	none	REJECTED: running a validated probe instantiates no math element -- M-LAW-006 is a LOAD-time allowlist check (implemented at C-CLS-070/071), and merely bounds what may reach this call. NOT a REMOVE: the probe is the whole guard mechanism for a clause with no discharged_by (clauses.py:754-758).	review	reject	
M-LAW-038	C-CLS-030	near	AMENDED: the generalisation is not from M-LAW-038 alone -- net_out (effects.py:51) and net_read/K13 (effects.py:67) are the two effect texts that state NOT-EVALUABLE, and README:203-204 states the GENERAL rule for any effect the observer could not measure. Against that README law _unmeasured is equal; against M-LAW-038 alone it is wider. Re-point once math.tsv carries the README rule.	review	amend	
M-LAW-057	C-CLS-031	instance	NOT-EVALUABLE on the occasion side is treated as True (fail toward the demand) -- the stated asymmetry that an occasion miss must not silently let the costly act proceed unguarded.	review	confirm	
M-COV-011	C-CLS-032	instance	AMENDED: not equal -- Covering := Text -> Prop is a predicate on RAW TEXT; `match` is a predicate on the host EVENT dict (fields, effect record, probe result), a different domain. It is an instance of applying a covering with the domain widened from Text to the event.	review	amend	
-	C-CLS-033	none	"discharged_by is None -> False is a runtime default for ""no guard side declared""; not itself a stated law (distinct from CLAUSE-GUARD-ALWAYS, which forbids kind==always). Carriage."	review	confirm	
M-LAW-057	C-CLS-034	equal	NOT-EVALUABLE on the guard side is passed through as falsy: exactly the stated fail direction -- a guard miss fails to discharge, cheap and visible, never proceeds silently.	review	confirm	
M-CLS-004	C-CLS-035	instance	AMENDED: 'no math element defines closure' is false at the SIDE-law level -- M-CLS-004 (A02_discharged_by: class=composed closure=host) records exactly the value this predicate decides, and it is the only thing separating host from world closure on a composed side. NOT a REMOVE. Coverings.v defining no closure is an ADD to the proofs, not grounds to unmark the code.	review	amend	
-	C-CLS-036	none	Non-dict predicate -> 'absent' is input-shape validation, not a covering classification. Carriage.	review	confirm	
M-COV-013	C-CLS-037	near	AMENDED: exact difference -- a disjunction with one textual disjunct is NOT textual by Definition M-COV-013 (the other disjuncts need not be upward-closed). The refusal is still sound, by a corollary Coverings.v does not state: a covering with a non-vacuous textual disjunct is not mention-immune (witness a mention of a command that disjunct accepts). Under all_of the same rule OVER-refuses: A and B with B an effect can be mention-immune. STATEMENT should move: ADD the disjunct corollary and settle the conjunction case.	review	amend	
M-COV-021	C-CLS-038	near	AMENDED: same shape as C-CLS-037 -- nominal_segs is single-predicate. The contaminating rule is sound for a disjunct (Theorem 5, M-COV-027: an unlisted spelling is a miss, so the disjunct adds fires selected by name) but unproved, and under all_of it over-refuses. ADD.	review	amend	
M-CLS-034	C-CLS-039	instance	AMENDED: load-bearing, not bookkeeping -- this collapse is what keeps U03/U09/U20's any_of sides classified `effect` rather than `composed` (M-CLS-034, M-CLS-040, M-CLS-059, M-CLS-060 all record class=effect for any_of sides), i.e. it decides the class those SIDE laws state. NOT a REMOVE.	review	amend	
M-CLS-004	C-CLS-040	instance	AMENDED: M-CLS-004 is a RENDERING of this very code (Clauses.v is generated from clauses.json by tools/render_coverings.py), so it cannot be the math this branch implements -- the mark records the code agreeing with its own output. The composed class rests on an unstated theorem (composition of agnostic coverings is agnostic): ADD to Coverings.v.	review	amend	
M-LAW-008	C-CLS-041	instance	Multiple distinct branch classes not all agnostic -> 'unclassified' is what feeds CLAUSE-SIDE-UNCLASSIFIED's refusal.	review	confirm	
-	C-CLS-042	none	No-branches-own-kind passthrough is classifier bookkeeping. Carriage.	review	confirm	
M-LAW-008	C-CLS-043	instance	No branches, no own kind -> 'unclassified' is the same terminal case CLAUSE-SIDE-UNCLASSIFIED refuses.	review	confirm	
M-CLS-001	C-CLS-044	equal	kind=='always' -> 'always' is exactly the class= always designation used across the SIDE laws.	review	confirm	
M-COV-024	C-CLS-045	instance	AMENDED: assigning the label 'effect' is not Definition effect itself; it is the code selecting Theorem 8's class for a side. Instance, not equal.	review	amend	
M-CLS-006	C-CLS-046	instance	AMENDED: M-CLS-006 is generated from this same table, so equality with it is self-agreement; and no Coverings.v element defines the tool-enum class. Instance of the SIDE law, with the theorem still owed (ADD: a covering over the host tool enum is name-agnostic).	review	amend	
M-CLS-006	C-CLS-047	instance	regex on=tool_name is a second, equivalent route to the same tool-enum class as C-CLS-046.	review	confirm	
M-LAW-007	C-CLS-048	instance	regex on=COMMAND_FIELD -> 'textual' is precisely the classification CLAUSE-TEXT-COVERING refuses on fingerprint/activated_by/discharged_by.	review	confirm	
M-COV-021	C-CLS-049	instance	kind in (program,pipeline) -> 'nominal' assigns the class nominal_segs is defined over (a program-name predicate).	review	confirm	
M-COV-031	C-CLS-050	near	AMENDED: labelling a `nonzero` predicate 'positive' is not an instance of Definition positive (see C-CLS-022): the label licenses the side through AGNOSTIC_CLASSES and derives a `datum` closure for a covering Theorems 6/7 do not cover. CODE should move with C-CLS-022.	review	amend	
M-LAW-008	C-CLS-051	instance	Any other kind -> 'unclassified' is the general catch-all CLAUSE-SIDE-UNCLASSIFIED refuses.	review	confirm	
M-COV-020	C-CLS-052	near	AMENDED: not equal -- M-COV-020 DEFINES name-agnosticism as invariance under renaming; AGNOSTIC_CLASSES is a hardcoded five-name list. Only `effect` has that invariance proved (Theorem 8, M-COV-025); `always`, `tool-enum`, `positive` and `composed` are licensed with no theorem at all. STATEMENT should move: ADD one invariance result per licensed class.	review	amend	
M-COV-020	C-CLS-053	near	AMENDED: closure is not a Coverings.v notion, so this is not a narrower/wider variant of M-COV-020. The value computed is the `closure=` field the SIDE laws record (M-CLS-006 etc.), which Clauses.v renders from this same code. ADD a Coverings.v definition of closure (host/world/datum) or delete the dimension.	review	amend	
M-COV-020	C-CLS-054	near	AMENDED: as C-CLS-053 -- host closure for a composed side is decided by _matches_a_tool_enum and recorded by M-CLS-004; Coverings.v defines no closure. ADD the definition.	review	amend	
M-COV-020	C-CLS-055	near	AMENDED: as C-CLS-053 -- world closure for a composed side with no tool_name branch; no Coverings.v element defines it, and no shipped composed side takes this arm (A02/U10/U12/U13/U19 all carry a tool_name branch), so it is unexercised. ADD the definition.	review	amend	
M-COV-025	C-CLS-056	instance	class=='effect' -> 'world' closure matches Theorem effect_is_name_agnostic's world-derived datum.	review	confirm	
M-COV-031	C-CLS-057	near	AMENDED: the `datum` closure is derived from the `positive` label, which C-CLS-022 shows is not Definition positive; and closure itself is undefined in Coverings.v. Two ADDs, not an instance.	review	amend	
M-CLS-001	C-CLS-058	instance	AMENDED: not 'no closure statement applies' -- the passthrough is exactly what yields closure=always, which every always SIDE law records (M-CLS-001, M-CLS-003, M-CLS-008, M-CLS-010, M-CLS-013, M-CLS-024, M-CLS-026). NOT a REMOVE.	review	amend	
M-LAW-017	C-CLS-059	equal	KEYABLE_EFFECTS is exactly the enumerated set CLAUSE-SUBJECT-UNKEYABLE-EFFECT checks membership against.	review	confirm	
-	C-CLS-060	none	AMENDED: not neutral plumbing -- subject_fields DEFAULTS a subject that names no `on` to tool_input.command (clauses.py:472), making the raw command the default subject surface, which is the Theorem 1 surface and is exempt from CLAUSE-TEXT-COVERING (that check runs only over fingerprint/activated_by/discharged_by, clauses.py:616-628). NOT a REMOVE; the default should become a required explicit `on`.	review	amend	
-	C-CLS-061	none	_fixture_event synthesizes a test event from a predicate; fixture-construction machinery, not itself a law. Carriage (supports the fixture laws already marked on their own rows).	review	confirm	
M-LAW-005	C-CLS-062	instance	PROBE_TIMEOUT_CEILING_MS is the ceiling CLAUSE-PROBE-INVALID checks timeout_ms against.	review	confirm	
M-LAW-001	C-CLS-063	equal	Refuses an effect leaf naming an effect absent from EFFECTS; same quantifier (any leaf), same fail direction (raise), same domain (effect leaves) as the law.	review	confirm	
M-LAW-002	C-CLS-064	equal	Refuses a nonzero leaf whose `on` does not start with tool_response.; matches the law's stated domain and fail direction exactly.	review	confirm	
M-LAW-003	C-CLS-065	equal	Refuses a regex-kind predicate whose pattern or any unless entry fails to compile; matches the law verbatim.	review	confirm	
M-LAW-004	C-CLS-066	instance	AMENDED: M-LAW-004 states three conjuncts (nonempty string or dict-with-on, compilable pattern, int-or-str group); this branch implements only the first, with C-CLS-067/068 implementing the rest. Instance, not equal.	review	amend	
M-LAW-004	C-CLS-067	instance	Refuses a key_from.pattern that fails to compile -- one sub-case of the general key_from-invalid law.	review	confirm	
M-LAW-004	C-CLS-068	instance	Refuses a key_from.group that is not int-or-string -- the other sub-case of the same law.	review	confirm	
M-LAW-005	C-CLS-069	instance	AMENDED: M-LAW-005 includes the {regex: str}-that-compiles clause, implemented separately at C-CLS-072; this branch implements the structural half only. Instance, not equal.	review	amend	
M-LAW-006	C-CLS-070	instance	Refuses a probe whose argv[0] carries a path separator -- one half of the CLAUSE-PROBE-MUTATING check.	review	confirm	
M-LAW-006	C-CLS-071	instance	Refuses a probe whose whole argv is not in the read-only allowlist -- the other half of the same law (the basename-normalisation gap the law's evidence cites).	review	confirm	
M-LAW-005	C-CLS-072	instance	Refuses a probe expect.regex that fails to compile -- one shape sub-case of the probe-invalid law.	review	confirm	
M-LAW-006	C-CLS-073	equal	_READ_ONLY_PROBES is exactly the single-entry allowlist (git status --porcelain) CLAUSE-PROBE-MUTATING checks membership against.	review	confirm	
M-LAW-001	C-CLS-074	instance	AMENDED: _leaves DEFINES the domain 'any leaf' that CLAUSE-EFFECT-UNKNOWN (M-LAW-001) and CLAUSE-NONZERO-NOT-RESPONSE quantify over, and that _predicate's NOT-EVALUABLE scan walks. NOT a REMOVE.	review	amend	
M-LAW-001	C-CLS-075	instance	AMENDED: the own-kind-is-a-leaf-too rule (clauses.py:586-592) is what closed the hole where an effect named at the TOP level of a side escaped both CLAUSE-EFFECT-UNKNOWN and the NOT-EVALUABLE scan -- it is the quantifier of M-LAW-001, not an AST helper. NOT a REMOVE.	review	amend	
M-LAW-071	C-CLS-076	near	AMENDED: the occasion-side licensed set is STATED at README:188-197 (M-LAW-071): every occasion is `always`, a host tool enum, or an effect -- exactly three. AGNOSTIC_OCCASIONS aliases all FIVE agnostic classes, so it additionally licenses `positive` and `composed` occasions the stated law does not. Difference: domain, wider. CODE should move to {always, tool-enum, effect}, or the README law must be widened to match.	review	amend	
M-LAW-018	C-CLS-077	near	AMENDED: the carve-out IS stated -- clauses.py:598-606 says a terminal clause's `always` fingerprint discriminates nothing so the fixtures must test the GUARD -- but math.tsv carries no Law row for it, so the near is against the wrong statement. ADD the Law; the code is right.	review	amend	
M-LAW-018	C-CLS-078	instance	Otherwise fixtures are graded against the fingerprint itself -- the ordinary case the law covers.	review	confirm	
-	C-CLS-079	none	Looping over the three sides is control-flow scaffolding around the laws already marked individually. Carriage.	review	confirm	
M-LAW-007	C-CLS-080	equal	Refuses any side classified 'textual'; matches CLAUSE-TEXT-COVERING's domain and fail direction exactly (no exemption to write).	review	confirm	
M-COV-015	C-CLS-080	instance	Is the code enforcement of Theorem textual_never_immune's practical consequence for the fingerprint/activated_by/discharged_by sides.	review	confirm	
M-LAW-008	C-CLS-081	equal	Refuses any side classified 'unclassified'; matches CLAUSE-SIDE-UNCLASSIFIED verbatim.	review	confirm	
M-LAW-009	C-CLS-082	equal	AMENDED: confirm the equality, and record the missing half -- the refusal cites Theorem 3 AND Theorem 5 (clauses.py:629-638), but Theorem 5 (M-COV-027, nominal_monotone: a missing name is always a MISS, never a false fire) is unmarked against any code row and sits in residue. Mark it here.	review	amend	
M-COV-022	C-CLS-082	instance	Enforces, for the occasion side, the consequence of name_agnostic_cannot_separate_by_name.	review	confirm	
M-LAW-010	C-CLS-083	equal	AMENDED: confirm the equality, and record the missing half -- CLAUSE-GUARD-NOMINAL's justification is Theorem 5's OTHER fail direction (M-COV-027 with M-LAW-057: a guard-side miss fails to discharge, the cheap direction), which is unmarked and sits in residue. Mark it here.	review	amend	
M-LAW-011	C-CLS-084	equal	Refuses discharged_by of kind=='always'; matches CLAUSE-GUARD-ALWAYS verbatim (a guard paid by any act observes nothing).	review	confirm	
M-LAW-012	C-CLS-085	equal	Refuses activated_by set without fixtures_activate; matches CLAUSE-NO-ACTIVATION-FIXTURES verbatim.	review	confirm	
M-LAW-013	C-CLS-086	equal	Loop refusing any activation fixture that fails activated_by; matches CLAUSE-ACTIVATION-FIXTURE-MISS's per-fixture universal quantifier.	review	confirm	
M-LAW-014	C-CLS-087	equal	Refuses clause.event outside the five in _EVENTS; matches CLAUSE-EVENT-UNKNOWN verbatim.	review	confirm	
M-LAW-015	C-CLS-088	equal	Refuses a clause missing fixtures_pos or fixtures_neg; matches CLAUSE-NO-FIXTURES verbatim.	review	confirm	
-	C-CLS-089	none	Compiling the three sides before fixture grading is sequencing scaffolding around the compile-time laws already marked. Carriage.	review	confirm	
M-LAW-016	C-CLS-090	equal	Refuses an effect-classified fingerprint whose event isn't PostToolUse; matches CLAUSE-EFFECT-EVENT verbatim (an effect occasion is observed after the act).	review	confirm	
-	C-CLS-091	none	Computing the discriminator is a plumbing call into _discriminator (already marked at C-CLS-077/078). Carriage.	review	confirm	
M-LAW-017	C-CLS-092	equal	Refuses a subject keyed on 'effect' whose value is not exactly one KEYABLE_EFFECTS entry; matches CLAUSE-SUBJECT-UNKEYABLE-EFFECT verbatim.	review	confirm	
M-LAW-018	C-CLS-093	equal	Loop refusing any positive fixture that fails the discriminator; matches CLAUSE-FIXTURE-POS-MISS's per-fixture quantifier.	review	confirm	
M-LAW-019	C-CLS-094	equal	Refuses a positive fixture matching the fingerprint but with no keyable subject operand; matches CLAUSE-FIXTURE-POS-UNKEYABLE verbatim.	review	confirm	
M-LAW-020	C-CLS-095	equal	Loop refusing any negative fixture that satisfies the discriminator; matches CLAUSE-FIXTURE-NEG-HIT's per-fixture quantifier.	review	confirm	
M-LAW-021	C-CLS-096	instance	discharged_by is None -> clause returned early, exempt from guard-fixture requirements; the domain CLAUSE-NO-GUARD-FIXTURES applies to (a discharged_by must exist) implicitly excludes this case.	review	confirm	
M-LAW-021	C-CLS-097	equal	Refuses a clause with discharged_by but missing fixtures_discharge/fixtures_no_discharge; matches CLAUSE-NO-GUARD-FIXTURES verbatim.	review	confirm	
M-LAW-022	C-CLS-098	equal	Loop refusing any discharge fixture that fails discharged_by; matches CLAUSE-GUARD-FIXTURE-MISS's per-fixture quantifier.	review	confirm	
M-LAW-023	C-CLS-099	equal	Loop refusing any no-discharge fixture that satisfies discharged_by; matches CLAUSE-GUARD-FIXTURE-HIT's per-fixture quantifier.	review	confirm	
M-LAW-024	C-CLS-100	equal	EXCUSE_FIELDS is exactly the three-field set CLAUSE-CARRIES-AN-EXCUSE checks membership against.	review	confirm	
M-LAW-024	C-CLS-101	equal	Refuses a raw row carrying any EXCUSE_FIELDS key; matches the law verbatim (those fields state in prose what the proof derives).	review	confirm	
M-LAW-025	C-CLS-102	equal	Refuses a clause list with a duplicate id; matches CLAUSE-ID-DUPLICATE verbatim.	review	confirm	
-	C-CLS-103	none	Sorting admitted clauses by id is presentation/determinism, not a stated law. Carriage.	review	confirm	
M-LAW-026	C-CLS-104	equal	Refuses a bundle whose top level is not a JSON list; matches CLAUSE-BUNDLE-INVALID verbatim.	review	confirm	
-	C-CLS-105	none	load_bundle is an orchestration function that calls into laws already marked individually (parse/load/admit/unique). Carriage.	review	confirm	
-	C-CLS-106	none	default_bundle names a file path; no math statement addresses the bundle's location. Carriage.	review	confirm	
-	C-CLS-107	none	AMENDED: a `near` with no math element is malformed -- there is nothing to be near to. 'One table, and there is no second place' is stated only in the docstrings (clauses.py:822, 829-841) and has no math.tsv row. NOT a REMOVE (it is the loader's only entry point); ADD the Law row.	review	amend	
M-CLS-001	C-CLS-108	equal	A01.fingerprint kind=always matches SIDE A01_fingerprint: class=always closure=always exactly.	review	confirm	
M-CLS-002	C-CLS-109	equal	A01.discharged_by kind=effect effect=observed_read matches SIDE A01_discharged_by exactly.	review	confirm	
M-CLS-066	C-CLS-109	instance	Instantiates the EffectSide constructor A01_discharged_by.	review	confirm	
M-LAW-067	C-CLS-110	instance	AMENDED: not carriage -- a bare `session_id` subject is the implementation of a STATED law: 'A licence is scoped to its clause and session -- one observed guard licenses later matching calls for that clause anywhere in the same session, not just against the same file, branch, or command' (README:162-164). NOT a REMOVE.	review	amend	
M-CLS-003	C-CLS-111	equal	A02.fingerprint kind=always matches SIDE A02_fingerprint exactly.	review	confirm	
M-CLS-004	C-CLS-112	equal	A02.discharged_by any_of{effect observed_read, tool-enum Glob, effect report_paths} matches SIDE A02_discharged_by: class=composed closure=host exactly.	review	confirm	
M-CLS-005	C-CLS-112	instance	Branch 0 (effect observed_read) matches BRANCH A02_discharged_by_branch0 exactly.	review	confirm	
M-CLS-006	C-CLS-112	instance	Branch 1 (regex tool_name=^Glob$) matches BRANCH A02_discharged_by_branch1 exactly.	review	confirm	
M-CLS-007	C-CLS-112	instance	Branch 2 (effect report_paths) matches BRANCH A02_discharged_by_branch2 exactly.	review	confirm	
M-CLS-067	C-CLS-112	instance	Branch 0 instantiates EffectSide constructor A02_discharged_by_branch0.	review	confirm	
M-CLS-068	C-CLS-112	instance	Branch 2 instantiates EffectSide constructor A02_discharged_by_branch2.	review	confirm	
M-LAW-067	C-CLS-113	instance	AMENDED: not carriage -- a bare `session_id` subject is the implementation of a STATED law: 'A licence is scoped to its clause and session -- one observed guard licenses later matching calls for that clause anywhere in the same session, not just against the same file, branch, or command' (README:162-164). NOT a REMOVE.	review	amend	
M-CLS-008	C-CLS-114	equal	A03.fingerprint kind=always matches SIDE A03_fingerprint exactly.	review	confirm	
M-CLS-009	C-CLS-115	equal	A03.discharged_by kind=effect effect=remote_read matches SIDE A03_discharged_by exactly.	review	confirm	
M-CLS-069	C-CLS-115	instance	Instantiates EffectSide constructor A03_discharged_by.	review	confirm	
M-LAW-067	C-CLS-116	instance	AMENDED: not carriage -- a bare `session_id` subject is the implementation of a STATED law: 'A licence is scoped to its clause and session -- one observed guard licenses later matching calls for that clause anywhere in the same session, not just against the same file, branch, or command' (README:162-164). NOT a REMOVE.	review	amend	
M-CLS-010	C-CLS-117	equal	C03.fingerprint kind=always matches SIDE C03-verify-what-returns_fingerprint exactly.	review	confirm	
M-CLS-011	C-CLS-118	equal	C03.activated_by regex tool_name=^(Agent|Task)$ matches SIDE C03..._activated_by: class=tool-enum closure=host exactly.	review	confirm	
M-CLS-012	C-CLS-119	equal	C03.discharged_by regex tool_name=^Read$ matches SIDE C03..._discharged_by: class=tool-enum closure=host exactly.	review	confirm	
M-LAW-067	C-CLS-120	instance	AMENDED: not carriage -- a bare `session_id` subject is the implementation of a STATED law: 'A licence is scoped to its clause and session -- one observed guard licenses later matching calls for that clause anywhere in the same session, not just against the same file, branch, or command' (README:162-164). NOT a REMOVE.	review	amend	
M-CLS-013	C-CLS-121	equal	C08.fingerprint kind=always matches SIDE C08-check-can-fail_fingerprint exactly.	review	confirm	
M-CLS-014	C-CLS-122	equal	C08.activated_by kind=effect effect=report_pass matches SIDE C08..._activated_by: class=effect closure=world effects=report_pass exactly.	review	confirm	
M-CLS-070	C-CLS-122	instance	Instantiates EffectSide constructor C08_check_can_fail_activated_by.	review	confirm	
M-LAW-004	C-CLS-123	instance	The key_from on activated_by extracts a correlation key -- one concrete use of the key_from shape CLAUSE-KEY-FROM-INVALID validates.	review	confirm	
M-CLS-015	C-CLS-124	equal	C08.discharged_by kind=effect effect=report_fail matches SIDE C08..._discharged_by: class=effect closure=world effects=report_fail exactly.	review	confirm	
M-CLS-071	C-CLS-124	instance	Instantiates EffectSide constructor C08_check_can_fail_discharged_by.	review	confirm	
M-LAW-004	C-CLS-125	instance	The key_from on discharged_by is the same validated shape as C-CLS-123, on the guard side.	review	confirm	
M-LAW-067	C-CLS-126	instance	AMENDED: not carriage -- a bare `session_id` subject is the implementation of a STATED law: 'A licence is scoped to its clause and session -- one observed guard licenses later matching calls for that clause anywhere in the same session, not just against the same file, branch, or command' (README:162-164). NOT a REMOVE.	review	amend	
M-CLS-016	C-CLS-127	equal	C09.fingerprint kind=effect effect=report_self matches SIDE C09-checker-excludes-self_fingerprint exactly.	review	confirm	
M-CLS-072	C-CLS-127	instance	Instantiates EffectSide constructor C09_checker_excludes_self_fingerprint.	review	confirm	
M-LAW-048	C-CLS-127	instance	report_self is the one effect stated (not proven) name-agnostic since its datum is read from the command text, not the world -- Theorem 8's proof does not cover this side.	review	confirm	
M-CLS-017	C-CLS-128	equal	C09.discharged_by kind=effect effect=report_listing matches SIDE C09-checker-excludes-self_discharged_by exactly.	review	confirm	
M-CLS-073	C-CLS-128	instance	Instantiates EffectSide constructor C09_checker_excludes_self_discharged_by.	review	confirm	
M-LAW-067	C-CLS-129	instance	AMENDED: not carriage -- a bare `session_id` subject is the implementation of a STATED law: 'A licence is scoped to its clause and session -- one observed guard licenses later matching calls for that clause anywhere in the same session, not just against the same file, branch, or command' (README:162-164). NOT a REMOVE.	review	amend	
M-CLS-018	C-CLS-130	equal	D01.fingerprint regex tool_name=^(Agent|Task)$ matches SIDE D01_fingerprint: class=tool-enum closure=host exactly.	review	confirm	
M-CLS-019	C-CLS-131	equal	D01.discharged_by regex tool_name=^(Read|Glob|Grep)$ matches SIDE D01_discharged_by exactly.	review	confirm	
M-LAW-067	C-CLS-132	instance	AMENDED: not carriage -- a bare `session_id` subject is the implementation of a STATED law: 'A licence is scoped to its clause and session -- one observed guard licenses later matching calls for that clause anywhere in the same session, not just against the same file, branch, or command' (README:162-164). NOT a REMOVE.	review	amend	
M-CLS-020	C-CLS-133	equal	P01.fingerprint regex tool_name=^ExitPlanMode$ matches SIDE P01_fingerprint exactly.	review	confirm	
M-CLS-021	C-CLS-134	equal	P01.discharged_by regex tool_name=^(Read|Glob|Grep)$ matches SIDE P01_discharged_by exactly.	review	confirm	
